Provider,ClaimNum,DupClaimNum,DupClaimRatio,DupClaim
PRV53009,5,0.0,0.0,no
PRV53021,18,1.0,0.05555555555555555,yes
PRV53024,2,0.0,0.0,no
PRV53029,4,0.0,0.0,no
PRV53032,5,0.0,0.0,no
PRV53033,2,0.0,0.0,no
PRV53040,5,0.0,0.0,no
PRV53050,2,1.0,0.5,yes
PRV53052,1,0.0,0.0,no
PRV53061,1,0.0,0.0,no
PRV53063,2,0.0,0.0,no
PRV53070,12,1.0,0.08333333333333333,yes
PRV53091,4,0.0,0.0,no
PRV53095,2,0.0,0.0,no
PRV53100,5,0.0,0.0,no
PRV53101,2,1.0,0.5,yes
PRV53103,7,0.0,0.0,no
PRV53104,28,2.0,0.07142857142857142,yes
PRV53106,4,0.0,0.0,no
PRV53107,9,0.0,0.0,no
PRV53108,5,0.0,0.0,no
PRV53109,3,0.0,0.0,no
PRV53110,1,0.0,0.0,no
PRV53111,7,1.0,0.14285714285714285,yes
PRV53114,14,0.0,0.0,no
PRV53117,18,0.0,0.0,no
PRV53119,3,0.0,0.0,no
PRV53120,10,0.0,0.0,no
PRV53121,48,1.0,0.020833333333333332,yes
PRV53124,20,1.0,0.05,yes
PRV53127,1,0.0,0.0,no
PRV53128,1,0.0,0.0,no
PRV53129,3,1.0,0.3333333333333333,yes
PRV53131,6,0.0,0.0,no
PRV53135,7,0.0,0.0,no
PRV53136,7,0.0,0.0,no
PRV53141,32,3.0,0.09375,yes
PRV53142,39,0.0,0.0,no
PRV53143,4,0.0,0.0,no
PRV53144,4,0.0,0.0,no
PRV53153,6,0.0,0.0,no
PRV53159,2,0.0,0.0,no
PRV53166,1,0.0,0.0,no
PRV53179,2,0.0,0.0,no
PRV53189,4,0.0,0.0,no
PRV53208,4,1.0,0.25,yes
PRV53210,3,0.0,0.0,no
PRV53220,5,0.0,0.0,no
PRV53225,49,1.0,0.02040816326530612,yes
PRV53226,19,0.0,0.0,no
PRV53233,13,0.0,0.0,no
PRV53236,9,0.0,0.0,no
PRV53238,9,0.0,0.0,no
PRV53239,19,0.0,0.0,no
PRV53240,1,0.0,0.0,no
PRV53242,105,5.0,0.047619047619047616,yes
PRV53243,9,1.0,0.1111111111111111,yes
PRV53244,42,2.0,0.047619047619047616,yes
PRV53245,16,0.0,0.0,no
PRV53246,2,0.0,0.0,no
PRV53247,7,0.0,0.0,no
PRV53248,5,0.0,0.0,no
PRV53249,6,0.0,0.0,no
PRV53251,4,0.0,0.0,no
PRV53252,4,0.0,0.0,no
PRV53256,36,0.0,0.0,no
PRV53258,3,0.0,0.0,no
PRV53260,2,1.0,0.5,yes
PRV53265,27,1.0,0.037037037037037035,yes
PRV53266,88,4.0,0.045454545454545456,yes
PRV53268,7,0.0,0.0,no
PRV53269,112,5.0,0.044642857142857144,yes
PRV53272,4,0.0,0.0,no
PRV53277,15,0.0,0.0,no
PRV53279,1,0.0,0.0,no
PRV53281,21,0.0,0.0,no
PRV53283,3,0.0,0.0,no
PRV53284,6,0.0,0.0,no
PRV53289,1,0.0,0.0,no
PRV53292,5,0.0,0.0,no
PRV53295,29,1.0,0.034482758620689655,yes
PRV53297,15,1.0,0.06666666666666667,yes
PRV53298,8,0.0,0.0,no
PRV53304,2,0.0,0.0,no
PRV53305,1,0.0,0.0,no
PRV53308,7,1.0,0.14285714285714285,yes
PRV53309,4,0.0,0.0,no
PRV53312,1,0.0,0.0,no
PRV53314,4,0.0,0.0,no
PRV53317,5,0.0,0.0,no
PRV53319,13,0.0,0.0,no
PRV53320,3,0.0,0.0,no
PRV53329,1,0.0,0.0,no
PRV53336,3,0.0,0.0,no
PRV53377,7,0.0,0.0,no
PRV53378,10,0.0,0.0,no
PRV53379,11,0.0,0.0,no
PRV53380,4,0.0,0.0,no
PRV53381,11,1.0,0.09090909090909091,yes
PRV53383,4,0.0,0.0,no
PRV53384,38,0.0,0.0,no
PRV53385,106,5.0,0.04716981132075472,yes
PRV53387,3,0.0,0.0,no
PRV53388,11,0.0,0.0,no
PRV53389,1,0.0,0.0,no
PRV53393,2,0.0,0.0,no
PRV53394,47,1.0,0.02127659574468085,yes
PRV53396,45,0.0,0.0,no
PRV53397,3,0.0,0.0,no
PRV53398,1,0.0,0.0,no
PRV53399,7,0.0,0.0,no
PRV53401,130,2.0,0.015384615384615385,yes
PRV53405,21,2.0,0.09523809523809523,yes
PRV53407,3,0.0,0.0,no
PRV53408,10,1.0,0.1,yes
PRV53409,3,0.0,0.0,no
PRV53413,2,0.0,0.0,no
PRV53416,1,0.0,0.0,no
PRV53417,7,0.0,0.0,no
PRV53419,5,0.0,0.0,no
PRV53421,95,4.0,0.042105263157894736,yes
PRV53423,5,0.0,0.0,no
PRV53424,37,0.0,0.0,no
PRV53429,1,0.0,0.0,no
PRV53431,1,0.0,0.0,no
PRV53432,13,0.0,0.0,no
PRV53436,3,0.0,0.0,no
PRV53437,1,0.0,0.0,no
PRV53438,8,0.0,0.0,no
PRV53440,1,0.0,0.0,no
PRV53441,14,0.0,0.0,no
PRV53442,8,1.0,0.125,yes
PRV53444,10,1.0,0.1,yes
PRV53448,10,0.0,0.0,no
PRV53449,1,0.0,0.0,no
PRV53451,5,0.0,0.0,no
PRV53453,4,0.0,0.0,no
PRV53456,5,0.0,0.0,no
PRV53461,14,2.0,0.14285714285714285,yes
PRV53463,3,0.0,0.0,no
PRV53465,3,0.0,0.0,no
PRV53471,1,0.0,0.0,no
PRV53483,2,0.0,0.0,no
PRV53489,5,1.0,0.2,yes
PRV53507,9,0.0,0.0,no
PRV53509,1,0.0,0.0,no
PRV53510,2,0.0,0.0,no
PRV53511,1,0.0,0.0,no
PRV53513,2,0.0,0.0,no
PRV53515,1,0.0,0.0,no
PRV53516,1,0.0,0.0,no
PRV53517,2,0.0,0.0,no
PRV53519,9,0.0,0.0,no
PRV53590,7,1.0,0.14285714285714285,yes
PRV53591,6,0.0,0.0,no
PRV53597,6,0.0,0.0,no
PRV53598,8,1.0,0.125,yes
PRV53599,3,0.0,0.0,no
PRV53600,1,0.0,0.0,no
PRV53601,2,1.0,0.5,yes
PRV53602,4,1.0,0.25,yes
PRV53604,6,0.0,0.0,no
PRV53609,2,0.0,0.0,no
PRV53612,6,0.0,0.0,no
PRV53613,15,0.0,0.0,no
PRV53616,2,0.0,0.0,no
PRV53618,12,1.0,0.08333333333333333,yes
PRV53620,6,0.0,0.0,no
PRV53626,1,0.0,0.0,no
PRV53628,4,0.0,0.0,no
PRV53632,2,0.0,0.0,no
PRV53635,5,0.0,0.0,no
PRV53667,9,0.0,0.0,no
PRV53668,16,1.0,0.0625,yes
PRV53671,31,1.0,0.03225806451612903,yes
PRV53673,14,1.0,0.07142857142857142,yes
PRV53675,76,4.0,0.05263157894736842,yes
PRV53677,63,3.0,0.047619047619047616,yes
PRV53683,2,0.0,0.0,no
PRV53692,146,5.0,0.03424657534246575,yes
PRV53697,71,2.0,0.028169014084507043,yes
PRV53699,2,0.0,0.0,no
PRV53705,4,0.0,0.0,no
PRV53706,282,2.0,0.0070921985815602835,yes
PRV53710,58,2.0,0.034482758620689655,yes
PRV53712,161,5.0,0.031055900621118012,yes
PRV53746,6,0.0,0.0,no
PRV53749,24,1.0,0.041666666666666664,yes
PRV53750,1,0.0,0.0,no
PRV53757,1,0.0,0.0,no
PRV53762,84,3.0,0.03571428571428571,yes
PRV53763,58,2.0,0.034482758620689655,yes
PRV53764,1,0.0,0.0,no
PRV53768,5,0.0,0.0,no
PRV53769,132,3.0,0.022727272727272728,yes
PRV53770,77,2.0,0.025974025974025976,yes
PRV53774,50,0.0,0.0,no
PRV53775,2,0.0,0.0,no
PRV53776,47,1.0,0.02127659574468085,yes
PRV53781,79,2.0,0.02531645569620253,yes
PRV53786,36,0.0,0.0,no
PRV53787,32,3.0,0.09375,yes
PRV53790,44,3.0,0.06818181818181818,yes
PRV53791,6,0.0,0.0,no
PRV53792,33,0.0,0.0,no
PRV53799,14,0.0,0.0,no
PRV53802,46,1.0,0.021739130434782608,yes
PRV53807,36,2.0,0.05555555555555555,yes
PRV53808,195,6.0,0.03076923076923077,yes
PRV53814,3,0.0,0.0,no
PRV53855,20,1.0,0.05,yes
PRV53857,10,0.0,0.0,no
PRV53861,2,0.0,0.0,no
PRV53862,4,0.0,0.0,no
PRV53865,6,1.0,0.16666666666666666,yes
PRV53867,9,1.0,0.1111111111111111,yes
PRV53868,10,0.0,0.0,no
PRV53872,9,1.0,0.1111111111111111,yes
PRV53873,14,4.0,0.2857142857142857,yes
PRV53878,5,1.0,0.2,yes
PRV53884,117,5.0,0.042735042735042736,yes
PRV53885,6,0.0,0.0,no
PRV53889,9,0.0,0.0,no
PRV53892,8,0.0,0.0,no
PRV53894,15,0.0,0.0,no
PRV53910,27,2.0,0.07407407407407407,yes
PRV53911,14,1.0,0.07142857142857142,yes
PRV53917,7,0.0,0.0,no
PRV53919,6,0.0,0.0,no
PRV53920,3,0.0,0.0,no
PRV53921,9,0.0,0.0,no
PRV53923,30,0.0,0.0,no
PRV53925,20,0.0,0.0,no
PRV53928,3,0.0,0.0,no
PRV53931,3,0.0,0.0,no
PRV53932,82,5.0,0.06097560975609756,yes
PRV53937,17,0.0,0.0,no
PRV53938,82,0.0,0.0,no
PRV53939,6,0.0,0.0,no
PRV53941,6,0.0,0.0,no
PRV53942,8,0.0,0.0,no
PRV53943,8,0.0,0.0,no
PRV53951,22,2.0,0.09090909090909091,yes
PRV53958,23,0.0,0.0,no
PRV53959,76,1.0,0.013157894736842105,yes
PRV53961,97,6.0,0.061855670103092786,yes
PRV53963,4,0.0,0.0,no
PRV53970,3,0.0,0.0,no
PRV53972,6,0.0,0.0,no
PRV53985,8,0.0,0.0,no
PRV53986,11,1.0,0.09090909090909091,yes
PRV53989,1,0.0,0.0,no
PRV53990,5,0.0,0.0,no
PRV53996,2,1.0,0.5,yes
PRV54001,8,0.0,0.0,no
PRV54051,5,1.0,0.2,yes
PRV54052,6,0.0,0.0,no
PRV54054,1,0.0,0.0,no
PRV54055,25,0.0,0.0,no
PRV54056,21,0.0,0.0,no
PRV54058,35,1.0,0.02857142857142857,yes
PRV54059,18,1.0,0.05555555555555555,yes
PRV54060,16,0.0,0.0,no
PRV54061,4,0.0,0.0,no
PRV54062,2,0.0,0.0,no
PRV54063,1,0.0,0.0,no
PRV54064,16,1.0,0.0625,yes
PRV54065,24,2.0,0.08333333333333333,yes
PRV54071,8,0.0,0.0,no
PRV54072,6,0.0,0.0,no
PRV54073,7,0.0,0.0,no
PRV54074,23,0.0,0.0,no
PRV54075,32,0.0,0.0,no
PRV54076,9,1.0,0.1111111111111111,yes
PRV54077,52,0.0,0.0,no
PRV54078,20,2.0,0.1,yes
PRV54081,11,1.0,0.09090909090909091,yes
PRV54082,5,0.0,0.0,no
PRV54083,8,0.0,0.0,no
PRV54084,8,0.0,0.0,no
PRV54085,58,0.0,0.0,no
PRV54089,7,1.0,0.14285714285714285,yes
PRV54090,32,1.0,0.03125,yes
PRV54093,41,1.0,0.024390243902439025,yes
PRV54098,9,0.0,0.0,no
PRV54099,14,1.0,0.07142857142857142,yes
PRV54101,11,0.0,0.0,no
PRV54102,9,0.0,0.0,no
PRV54103,8,0.0,0.0,no
PRV54106,5,1.0,0.2,yes
PRV54111,54,2.0,0.037037037037037035,yes
PRV54114,3,0.0,0.0,no
PRV54134,2,0.0,0.0,no
PRV54139,5,0.0,0.0,no
PRV54149,5,0.0,0.0,no
PRV54153,3,0.0,0.0,no
PRV54155,1,0.0,0.0,no
PRV54164,1,0.0,0.0,no
PRV54168,1,0.0,0.0,no
PRV54200,13,0.0,0.0,no
PRV54201,4,0.0,0.0,no
PRV54202,10,0.0,0.0,no
PRV54204,4,0.0,0.0,no
PRV54205,9,3.0,0.3333333333333333,yes
PRV54206,1,0.0,0.0,no
PRV54208,10,2.0,0.2,yes
PRV54209,20,1.0,0.05,yes
PRV54213,21,1.0,0.047619047619047616,yes
PRV54215,14,0.0,0.0,no
PRV54216,10,0.0,0.0,no
PRV54220,8,0.0,0.0,no
PRV54228,41,1.0,0.024390243902439025,yes
PRV54230,44,1.0,0.022727272727272728,yes
PRV54232,8,0.0,0.0,no
PRV54233,1,0.0,0.0,no
PRV54242,4,0.0,0.0,no
PRV54244,49,1.0,0.02040816326530612,yes
PRV54245,14,0.0,0.0,no
PRV54247,4,0.0,0.0,no
PRV54251,6,0.0,0.0,no
PRV54253,4,0.0,0.0,no
PRV54256,5,0.0,0.0,no
PRV54258,118,3.0,0.025423728813559324,yes
PRV54259,12,0.0,0.0,no
PRV54262,1,0.0,0.0,no
PRV54263,1,0.0,0.0,no
PRV54266,21,0.0,0.0,no
PRV54276,4,0.0,0.0,no
PRV54284,8,0.0,0.0,no
PRV54297,8,0.0,0.0,no
PRV54298,3,0.0,0.0,no
PRV54324,32,0.0,0.0,no
PRV54325,15,0.0,0.0,no
PRV54326,5,0.0,0.0,no
PRV54327,13,2.0,0.15384615384615385,yes
PRV54328,17,1.0,0.058823529411764705,yes
PRV54330,18,2.0,0.1111111111111111,yes
PRV54333,50,3.0,0.06,yes
PRV54335,19,0.0,0.0,no
PRV54336,14,0.0,0.0,no
PRV54337,64,5.0,0.078125,yes
PRV54339,11,1.0,0.09090909090909091,yes
PRV54340,3,0.0,0.0,no
PRV54341,1,0.0,0.0,no
PRV54342,7,1.0,0.14285714285714285,yes
PRV54348,91,1.0,0.01098901098901099,yes
PRV54350,105,4.0,0.0380952380952381,yes
PRV54354,25,2.0,0.08,yes
PRV54355,2,0.0,0.0,no
PRV54356,15,0.0,0.0,no
PRV54359,44,0.0,0.0,no
PRV54361,7,1.0,0.14285714285714285,yes
PRV54363,12,1.0,0.08333333333333333,yes
PRV54367,322,15.0,0.046583850931677016,yes
PRV54368,4,0.0,0.0,no
PRV54372,21,0.0,0.0,no
PRV54373,1,0.0,0.0,no
PRV54375,16,0.0,0.0,no
PRV54377,2,0.0,0.0,no
PRV54378,18,2.0,0.1111111111111111,yes
PRV54379,28,1.0,0.03571428571428571,yes
PRV54380,2,0.0,0.0,no
PRV54381,13,2.0,0.15384615384615385,yes
PRV54382,66,1.0,0.015151515151515152,yes
PRV54384,2,0.0,0.0,no
PRV54388,6,0.0,0.0,no
PRV54390,38,1.0,0.02631578947368421,yes
PRV54391,21,2.0,0.09523809523809523,yes
PRV54393,5,0.0,0.0,no
PRV54396,1,0.0,0.0,no
PRV54399,13,1.0,0.07692307692307693,yes
PRV54402,6,1.0,0.16666666666666666,yes
PRV54404,2,0.0,0.0,no
PRV54408,2,0.0,0.0,no
PRV54409,5,1.0,0.2,yes
PRV54411,1,0.0,0.0,no
PRV54414,1,0.0,0.0,no
PRV54425,4,0.0,0.0,no
PRV54426,9,0.0,0.0,no
PRV54429,3,0.0,0.0,no
PRV54434,2,0.0,0.0,no
PRV54460,5,0.0,0.0,no
PRV54461,12,0.0,0.0,no
PRV54480,6,0.0,0.0,no
PRV54497,5,0.0,0.0,no
PRV54498,1,0.0,0.0,no
PRV54499,1,0.0,0.0,no
PRV54500,2,0.0,0.0,no
PRV54501,3,0.0,0.0,no
PRV54502,3,0.0,0.0,no
PRV54503,1,0.0,0.0,no
PRV54504,44,1.0,0.022727272727272728,yes
PRV54505,5,0.0,0.0,no
PRV54506,3,1.0,0.3333333333333333,yes
PRV54507,39,2.0,0.05128205128205128,yes
PRV54514,48,3.0,0.0625,yes
PRV54531,1,1.0,1.0,yes
PRV54541,2,0.0,0.0,no
PRV54542,5,0.0,0.0,no
PRV54543,3,0.0,0.0,no
PRV54555,6,0.0,0.0,no
PRV54558,15,0.0,0.0,no
PRV54559,24,1.0,0.041666666666666664,yes
PRV54560,40,1.0,0.025,yes
PRV54561,25,0.0,0.0,no
PRV54565,39,2.0,0.05128205128205128,yes
PRV54566,40,1.0,0.025,yes
PRV54567,6,1.0,0.16666666666666666,yes
PRV54568,5,0.0,0.0,no
PRV54569,12,0.0,0.0,no
PRV54571,4,0.0,0.0,no
PRV54575,33,2.0,0.06060606060606061,yes
PRV54576,14,0.0,0.0,no
PRV54577,45,2.0,0.044444444444444446,yes
PRV54590,1,0.0,0.0,no
PRV54611,1,0.0,0.0,no
PRV54616,2,0.0,0.0,no
PRV54620,7,0.0,0.0,no
PRV54637,13,0.0,0.0,no
PRV54638,6,0.0,0.0,no
PRV54639,13,0.0,0.0,no
PRV54640,7,1.0,0.14285714285714285,yes
PRV54644,22,0.0,0.0,no
PRV54649,22,2.0,0.09090909090909091,yes
PRV54651,21,0.0,0.0,no
PRV54653,40,0.0,0.0,no
PRV54657,17,0.0,0.0,no
PRV54658,27,2.0,0.07407407407407407,yes
PRV54661,3,1.0,0.3333333333333333,yes
PRV54662,3,0.0,0.0,no
PRV54666,1,0.0,0.0,no
PRV54667,9,0.0,0.0,no
PRV54668,1,0.0,0.0,no
PRV54673,1,0.0,0.0,no
PRV54674,3,0.0,0.0,no
PRV54675,37,0.0,0.0,no
PRV54676,40,1.0,0.025,yes
PRV54679,1,0.0,0.0,no
PRV54680,18,0.0,0.0,no
PRV54682,6,0.0,0.0,no
PRV54686,14,1.0,0.07142857142857142,yes
PRV54688,11,1.0,0.09090909090909091,yes
PRV54691,7,0.0,0.0,no
PRV54692,48,1.0,0.020833333333333332,yes
PRV54693,2,0.0,0.0,no
PRV54696,6,0.0,0.0,no
PRV54697,1,0.0,0.0,no
PRV54705,20,1.0,0.05,yes
PRV54718,29,1.0,0.034482758620689655,yes
PRV54720,9,0.0,0.0,no
PRV54724,48,1.0,0.020833333333333332,yes
PRV54726,2,0.0,0.0,no
PRV54728,2,0.0,0.0,no
PRV54735,5,0.0,0.0,no
PRV54737,13,0.0,0.0,no
PRV54739,45,0.0,0.0,no
PRV54742,231,8.0,0.03463203463203463,yes
PRV54743,7,0.0,0.0,no
PRV54745,10,0.0,0.0,no
PRV54756,3,0.0,0.0,no
PRV54757,15,3.0,0.2,yes
PRV54759,5,0.0,0.0,no
PRV54760,24,2.0,0.08333333333333333,yes
PRV54764,13,0.0,0.0,no
PRV54765,196,7.0,0.03571428571428571,yes
PRV54767,8,0.0,0.0,no
PRV54768,7,0.0,0.0,no
PRV54771,12,1.0,0.08333333333333333,yes
PRV54772,109,3.0,0.027522935779816515,yes
PRV54773,10,0.0,0.0,no
PRV54774,5,1.0,0.2,yes
PRV54776,5,1.0,0.2,yes
PRV54778,64,2.0,0.03125,yes
PRV54779,9,0.0,0.0,no
PRV54781,71,3.0,0.04225352112676056,yes
PRV54785,2,0.0,0.0,no
PRV54787,24,2.0,0.08333333333333333,yes
PRV54789,3,0.0,0.0,no
PRV54812,12,1.0,0.08333333333333333,yes
PRV54817,1,0.0,0.0,no
PRV54818,5,0.0,0.0,no
PRV54819,23,0.0,0.0,no
PRV54820,1,0.0,0.0,no
PRV54821,7,0.0,0.0,no
PRV54822,16,2.0,0.125,yes
PRV54824,10,0.0,0.0,no
PRV54828,3,0.0,0.0,no
PRV54830,1,0.0,0.0,no
PRV54831,4,0.0,0.0,no
PRV54832,5,0.0,0.0,no
PRV54834,6,0.0,0.0,no
PRV54841,3,0.0,0.0,no
PRV54842,3,0.0,0.0,no
PRV54845,8,1.0,0.125,yes
PRV54846,9,0.0,0.0,no
PRV54847,10,2.0,0.2,yes
PRV54848,24,0.0,0.0,no
PRV54875,20,1.0,0.05,yes
PRV54876,3,0.0,0.0,no
PRV54878,1,0.0,0.0,no
PRV54879,60,3.0,0.05,yes
PRV54881,33,0.0,0.0,no
PRV54882,32,1.0,0.03125,yes
PRV54883,1,0.0,0.0,no
PRV54885,36,1.0,0.027777777777777776,yes
PRV54889,7,1.0,0.14285714285714285,yes
PRV54890,4,0.0,0.0,no
PRV54891,6,0.0,0.0,no
PRV54894,138,8.0,0.057971014492753624,yes
PRV54895,3,0.0,0.0,no
PRV54896,56,2.0,0.03571428571428571,yes
PRV54898,9,0.0,0.0,no
PRV54901,8,0.0,0.0,no
PRV54902,1,1.0,1.0,yes
PRV54903,7,0.0,0.0,no
PRV54905,4,1.0,0.25,yes
PRV54906,8,0.0,0.0,no
PRV54909,8,1.0,0.125,yes
PRV54910,3,0.0,0.0,no
PRV54914,14,0.0,0.0,no
PRV54916,16,0.0,0.0,no
PRV54917,15,1.0,0.06666666666666667,yes
PRV54918,71,0.0,0.0,no
PRV54919,4,0.0,0.0,no
PRV54924,21,1.0,0.047619047619047616,yes
PRV54925,39,0.0,0.0,no
PRV54926,8,0.0,0.0,no
PRV54929,15,0.0,0.0,no
PRV54930,5,0.0,0.0,no
PRV54931,24,0.0,0.0,no
PRV54932,1,0.0,0.0,no
PRV54933,29,2.0,0.06896551724137931,yes
PRV54934,18,0.0,0.0,no
PRV54935,3,0.0,0.0,no
PRV54936,131,3.0,0.022900763358778626,yes
PRV54937,3,1.0,0.3333333333333333,yes
PRV54942,20,0.0,0.0,no
PRV54943,2,0.0,0.0,no
PRV54949,42,1.0,0.023809523809523808,yes
PRV54950,5,0.0,0.0,no
PRV54952,12,1.0,0.08333333333333333,yes
PRV54955,205,6.0,0.02926829268292683,yes
PRV54959,7,0.0,0.0,no
PRV54963,1,0.0,0.0,no
PRV54965,9,0.0,0.0,no
PRV54968,10,0.0,0.0,no
PRV54970,6,1.0,0.16666666666666666,yes
PRV54971,52,2.0,0.038461538461538464,yes
PRV54973,9,0.0,0.0,no
PRV54977,5,0.0,0.0,no
PRV54981,81,5.0,0.06172839506172839,yes
PRV54986,153,6.0,0.0392156862745098,yes
PRV54990,4,0.0,0.0,no
PRV54993,8,0.0,0.0,no
PRV54997,5,1.0,0.2,yes
PRV54998,59,0.0,0.0,no
PRV54999,3,0.0,0.0,no
PRV55000,86,3.0,0.03488372093023256,yes
PRV55003,5,1.0,0.2,yes
PRV55004,3,1.0,0.3333333333333333,yes
PRV55005,56,2.0,0.03571428571428571,yes
PRV55006,3,0.0,0.0,no
PRV55018,63,2.0,0.031746031746031744,yes
PRV55019,158,7.0,0.04430379746835443,yes
PRV55022,76,0.0,0.0,no
PRV55023,34,0.0,0.0,no
PRV55024,3,0.0,0.0,no
PRV55027,13,0.0,0.0,no
PRV55028,20,1.0,0.05,yes
PRV55029,14,0.0,0.0,no
PRV55030,73,1.0,0.0136986301369863,yes
PRV55031,4,0.0,0.0,no
PRV55032,1,0.0,0.0,no
PRV55034,26,1.0,0.038461538461538464,yes
PRV55037,11,0.0,0.0,no
PRV55039,31,1.0,0.03225806451612903,yes
PRV55041,5,0.0,0.0,no
PRV55042,8,0.0,0.0,no
PRV55048,82,1.0,0.012195121951219513,yes
PRV55049,75,2.0,0.02666666666666667,yes
PRV55051,7,1.0,0.14285714285714285,yes
PRV55067,1,0.0,0.0,no
PRV55118,2,0.0,0.0,no
PRV55120,8,0.0,0.0,no
PRV55121,20,1.0,0.05,yes
PRV55122,1,0.0,0.0,no
PRV55124,9,2.0,0.2222222222222222,yes
PRV55126,2,1.0,0.5,yes
PRV55128,8,0.0,0.0,no
PRV55129,1,0.0,0.0,no
PRV55130,3,0.0,0.0,no
PRV55131,2,0.0,0.0,no
PRV55132,10,0.0,0.0,no
PRV55133,2,0.0,0.0,no
PRV55134,1,0.0,0.0,no
PRV55135,3,0.0,0.0,no
PRV55136,8,0.0,0.0,no
PRV55137,2,0.0,0.0,no
PRV55138,3,0.0,0.0,no
PRV55140,9,0.0,0.0,no
PRV55143,1,0.0,0.0,no
PRV55144,2,0.0,0.0,no
PRV55145,14,1.0,0.07142857142857142,yes
PRV55146,1,0.0,0.0,no
PRV55147,6,0.0,0.0,no
PRV55148,1,0.0,0.0,no
PRV55149,16,0.0,0.0,no
PRV55150,4,0.0,0.0,no
PRV55151,1,0.0,0.0,no
PRV55152,10,0.0,0.0,no
PRV55155,9,1.0,0.1111111111111111,yes
PRV55156,1,1.0,1.0,yes
PRV55157,3,1.0,0.3333333333333333,yes
PRV55158,29,2.0,0.06896551724137931,yes
PRV55160,10,0.0,0.0,no
PRV55161,2,0.0,0.0,no
PRV55163,1,0.0,0.0,no
PRV55164,17,0.0,0.0,no
PRV55165,30,1.0,0.03333333333333333,yes
PRV55169,83,2.0,0.024096385542168676,yes
PRV55171,41,2.0,0.04878048780487805,yes
PRV55172,55,3.0,0.05454545454545454,yes
PRV55175,23,0.0,0.0,no
PRV55176,1,0.0,0.0,no
PRV55178,2,0.0,0.0,no
PRV55179,16,3.0,0.1875,yes
PRV55180,7,1.0,0.14285714285714285,yes
PRV55181,35,0.0,0.0,no
PRV55183,21,0.0,0.0,no
PRV55184,1,0.0,0.0,no
PRV55185,5,0.0,0.0,no
PRV55188,4,0.0,0.0,no
PRV55189,36,1.0,0.027777777777777776,yes
PRV55192,15,0.0,0.0,no
PRV55193,31,1.0,0.03225806451612903,yes
PRV55194,169,4.0,0.023668639053254437,yes
PRV55195,16,0.0,0.0,no
PRV55196,6,0.0,0.0,no
PRV55198,2,0.0,0.0,no
PRV55203,5,0.0,0.0,no
PRV55205,38,3.0,0.07894736842105263,yes
PRV55208,7,1.0,0.14285714285714285,yes
PRV55209,275,13.0,0.04727272727272727,yes
PRV55213,3,0.0,0.0,no
PRV55215,143,8.0,0.055944055944055944,yes
PRV55216,5,0.0,0.0,no
PRV55225,9,0.0,0.0,no
PRV55229,16,2.0,0.125,yes
PRV55230,225,9.0,0.04,yes
PRV55232,28,1.0,0.03571428571428571,yes
PRV55233,1,0.0,0.0,no
PRV55234,7,0.0,0.0,no
PRV55236,20,2.0,0.1,yes
PRV55237,15,1.0,0.06666666666666667,yes
PRV55240,11,1.0,0.09090909090909091,yes
PRV55242,10,0.0,0.0,no
PRV55247,3,0.0,0.0,no
PRV55250,23,1.0,0.043478260869565216,yes
PRV55256,4,0.0,0.0,no
PRV55258,1,0.0,0.0,no
PRV55262,16,1.0,0.0625,yes
PRV55266,9,0.0,0.0,no
PRV55269,3,0.0,0.0,no
PRV55270,1,0.0,0.0,no
PRV55374,33,1.0,0.030303030303030304,yes
PRV55375,14,0.0,0.0,no
PRV55378,14,1.0,0.07142857142857142,yes
PRV55379,4,0.0,0.0,no
PRV55381,20,1.0,0.05,yes
PRV55382,8,0.0,0.0,no
PRV55383,8,0.0,0.0,no
PRV55385,8,0.0,0.0,no
PRV55387,6,1.0,0.16666666666666666,yes
PRV55392,23,0.0,0.0,no
PRV55396,15,0.0,0.0,no
PRV55399,3,0.0,0.0,no
PRV55414,2,0.0,0.0,no
PRV55416,2,0.0,0.0,no
PRV55418,3,0.0,0.0,no
PRV55428,1,0.0,0.0,no
PRV55430,7,0.0,0.0,no
PRV55431,2,0.0,0.0,no
PRV55433,32,0.0,0.0,no
PRV55434,8,0.0,0.0,no
PRV55435,128,8.0,0.0625,yes
PRV55437,28,0.0,0.0,no
PRV55441,7,0.0,0.0,no
PRV55442,15,0.0,0.0,no
PRV55443,30,1.0,0.03333333333333333,yes
PRV55444,114,5.0,0.043859649122807015,yes
PRV55450,1,0.0,0.0,no
PRV55452,31,1.0,0.03225806451612903,yes
PRV55453,13,1.0,0.07692307692307693,yes
PRV55454,5,0.0,0.0,no
PRV55456,5,0.0,0.0,no
PRV55462,386,19.0,0.04922279792746114,yes
PRV55465,9,0.0,0.0,no
PRV55467,6,0.0,0.0,no
PRV55472,21,1.0,0.047619047619047616,yes
PRV55481,1,0.0,0.0,no
PRV55482,41,1.0,0.024390243902439025,yes
PRV55483,65,0.0,0.0,no
PRV55490,19,4.0,0.21052631578947367,yes
PRV55492,25,1.0,0.04,yes
PRV55494,1,0.0,0.0,no
PRV55495,24,1.0,0.041666666666666664,yes
PRV55496,41,0.0,0.0,no
PRV55501,1,0.0,0.0,no
PRV55503,1,0.0,0.0,no
PRV55506,12,1.0,0.08333333333333333,yes
PRV55507,3,1.0,0.3333333333333333,yes
PRV55509,28,1.0,0.03571428571428571,yes
