,Provider,ClaimNum,DupClaimNum,DupClaimRatio,DupClaim,group_x,DupClaimStates,DupClaimStatesNum,DupClaimMultiState,group_y,DupClaimProvider_x,DupClaimProviderNum_x,DupClaimMultiProvider_x,group,DupClaimProvider_y,DupClaimProviderNum_y,DupClaimMultiProvider_y
497,PRV52298,9,0.0,0.0,no,,,,,,,,,,,,
498,PRV52300,3,0.0,0.0,no,,,,,,,,,,,,
499,PRV52302,11,0.0,0.0,no,,,,,,,,,,,,
500,PRV52303,23,2.0,0.08695652173913043,yes,[333 702],"[19, 11, 39]",3.0,yes,[333 702],"['PRV52303', 'PRV53590', 'PRV56001']",3.0,yes,[333 702],"['PRV52303', 'PRV53590', 'PRV56001']",3.0,yes
501,PRV52307,53,2.0,0.03773584905660377,yes,[539 638],"[33, 34, 38]",3.0,yes,[539 638],"['PRV55850', 'PRV54955', 'PRV52307']",3.0,yes,[539 638],"['PRV55850', 'PRV54955', 'PRV52307']",3.0,yes
502,PRV52308,40,2.0,0.05,yes,[ 28 502],"[11, 36, 39]",3.0,yes,[ 28 502],"['PRV55435', 'PRV52308', 'PRV55907']",3.0,yes,[ 28 502],"['PRV55435', 'PRV52308', 'PRV55907']",3.0,yes
503,PRV52314,40,1.0,0.025,yes,[201],"[11, 23]",2.0,yes,[201],"['PRV52314', 'PRV52150']",2.0,yes,[201],"['PRV52314', 'PRV52150']",2.0,yes
504,PRV52315,5,0.0,0.0,no,,,,,,,,,,,,
505,PRV52317,2,0.0,0.0,no,,,,,,,,,,,,
506,PRV52320,69,2.0,0.028985507246376812,yes,[ 73 275],"[42, 11, 5, 54]",4.0,yes,[ 73 275],"['PRV51467', 'PRV54327', 'PRV52320']",3.0,yes,[ 73 275],"['PRV51467', 'PRV54327', 'PRV52320']",3.0,yes
507,PRV52321,33,1.0,0.030303030303030304,yes,[527],"[11, 5]",2.0,yes,[527],"['PRV52321', 'PRV51533']",2.0,yes,[527],"['PRV52321', 'PRV51533']",2.0,yes
508,PRV52325,27,0.0,0.0,no,,,,,,,,,,,,
509,PRV52326,8,0.0,0.0,no,,,,,,,,,,,,
510,PRV52331,9,0.0,0.0,no,,,,,,,,,,,,
511,PRV52334,8,0.0,0.0,no,,,,,,,,,,,,
512,PRV52335,2,0.0,0.0,no,,,,,,,,,,,,
513,PRV52340,224,13.0,0.05803571428571429,yes,[ 57  93 130 226 299 351 459 505 558 591 610 622 698],"[32, 33, 1, 3, 36, 37, 39, 11, 44, 45, 14, 19, 22]",13.0,yes,[ 57  93 130 226 299 351 459 505 558 591 610 622 698],"['PRV51065', 'PRV54882', 'PRV55509', 'PRV53401', 'PRV52340', 'PRV55896', 'PRV51238', 'PRV55715', 'PRV53769', 'PRV56628', 'PRV56733', 'PRV53808', 'PRV56416', 'PRV56762', 'PRV52574', 'PRV56105']",16.0,yes,[ 57  93 130 226 299 351 459 505 558 591 610 622 698],"['PRV51065', 'PRV54882', 'PRV55509', 'PRV53401', 'PRV52340', 'PRV55896', 'PRV51238', 'PRV55715', 'PRV53769', 'PRV56628', 'PRV56733', 'PRV53808', 'PRV56416', 'PRV56762', 'PRV52574', 'PRV56105']",16.0,yes
514,PRV52342,51,2.0,0.0392156862745098,yes,[273 417],"[11, 38, 7]",3.0,yes,[273 417],"['PRV51940', 'PRV52342', 'PRV55849']",3.0,yes,[273 417],"['PRV51940', 'PRV52342', 'PRV55849']",3.0,yes
515,PRV52343,42,1.0,0.023809523809523808,yes,[697],"[50, 11]",2.0,yes,[697],"['PRV51146', 'PRV52343']",2.0,yes,[697],"['PRV51146', 'PRV52343']",2.0,yes
516,PRV52344,23,0.0,0.0,no,,,,,,,,,,,,
517,PRV52346,19,0.0,0.0,no,,,,,,,,,,,,
518,PRV52347,50,1.0,0.02,yes,[56],"[11, 4, 39]",3.0,yes,[56],"['PRV52347', 'PRV55971', 'PRV51300']",3.0,yes,[56],"['PRV52347', 'PRV55971', 'PRV51300']",3.0,yes
519,PRV52348,9,0.0,0.0,no,,,,,,,,,,,,
520,PRV52350,7,0.0,0.0,no,,,,,,,,,,,,
521,PRV52353,6,0.0,0.0,no,,,,,,,,,,,,
522,PRV52357,8,0.0,0.0,no,,,,,,,,,,,,
523,PRV52359,42,3.0,0.07142857142857142,yes,[118 241 530],"[33, 10, 11, 45]",4.0,yes,[118 241 530],"['PRV54879', 'PRV56777', 'PRV52359', 'PRV55158']",4.0,yes,[118 241 530],"['PRV54879', 'PRV56777', 'PRV52359', 'PRV55158']",4.0,yes
524,PRV52362,9,1.0,0.1111111111111111,yes,[582],"[26, 11]",2.0,yes,[582],"['PRV54379', 'PRV52362']",2.0,yes,[582],"['PRV54379', 'PRV52362']",2.0,yes
525,PRV52366,25,2.0,0.08,yes,[236 321],"[33, 11, 5, 54]",4.0,yes,[236 321],"['PRV51391', 'PRV55019', 'PRV52366']",3.0,yes,[236 321],"['PRV51391', 'PRV55019', 'PRV52366']",3.0,yes
526,PRV52367,4,0.0,0.0,no,,,,,,,,,,,,
527,PRV52372,27,0.0,0.0,no,,,,,,,,,,,,
528,PRV52373,3,0.0,0.0,no,,,,,,,,,,,,
529,PRV52378,3,0.0,0.0,no,,,,,,,,,,,,
530,PRV52387,13,0.0,0.0,no,,,,,,,,,,,,
531,PRV52392,5,0.0,0.0,no,,,,,,,,,,,,
532,PRV52393,16,0.0,0.0,no,,,,,,,,,,,,
533,PRV52394,3,1.0,0.3333333333333333,yes,[669],"[3, 11]",2.0,yes,[669],"['PRV51149', 'PRV52394']",2.0,yes,[669],"['PRV51149', 'PRV52394']",2.0,yes
534,PRV52396,17,0.0,0.0,no,,,,,,,,,,,,
535,PRV52398,12,1.0,0.08333333333333333,yes,[597],"[32, 11]",2.0,yes,[597],"['PRV52398', 'PRV56556']",2.0,yes,[597],"['PRV52398', 'PRV56556']",2.0,yes
536,PRV52401,4,0.0,0.0,no,,,,,,,,,,,,
537,PRV52402,57,0.0,0.0,no,,,,,,,,,,,,
538,PRV52403,2,0.0,0.0,no,,,,,,,,,,,,
539,PRV52404,7,1.0,0.14285714285714285,yes,[684],"[11, 5]",2.0,yes,[684],"['PRV51482', 'PRV52404']",2.0,yes,[684],"['PRV51482', 'PRV52404']",2.0,yes
540,PRV52405,22,3.0,0.13636363636363635,yes,[274 278 322],"[10, 11, 44, 5]",4.0,yes,[274 278 322],"['PRV52128', 'PRV56438', 'PRV51471', 'PRV52405']",4.0,yes,[274 278 322],"['PRV52128', 'PRV56438', 'PRV51471', 'PRV52405']",4.0,yes
541,PRV52419,5,0.0,0.0,no,,,,,,,,,,,,
542,PRV52427,3,0.0,0.0,no,,,,,,,,,,,,
543,PRV52445,5,0.0,0.0,no,,,,,,,,,,,,
544,PRV52446,10,0.0,0.0,no,,,,,,,,,,,,
545,PRV52449,6,0.0,0.0,no,,,,,,,,,,,,
546,PRV52452,2,0.0,0.0,no,,,,,,,,,,,,
547,PRV52457,9,0.0,0.0,no,,,,,,,,,,,,
548,PRV52458,1,0.0,0.0,no,,,,,,,,,,,,
549,PRV52459,50,2.0,0.04,yes,[ 19 507],"[11, 37, 23]",3.0,yes,[ 19 507],"['PRV52459', 'PRV52019', 'PRV55737']",3.0,yes,[ 19 507],"['PRV52459', 'PRV52019', 'PRV55737']",3.0,yes
550,PRV52460,13,1.0,0.07692307692307693,yes,[88],"[49, 11]",2.0,yes,[88],"['PRV55209', 'PRV52460']",2.0,yes,[88],"['PRV55209', 'PRV52460']",2.0,yes
551,PRV52461,7,2.0,0.2857142857142857,yes,[267 574],"[33, 11, 14]",3.0,yes,[267 574],"['PRV52461', 'PRV52574', 'PRV55019']",3.0,yes,[267 574],"['PRV52461', 'PRV52574', 'PRV55019']",3.0,yes
552,PRV52462,2,0.0,0.0,no,,,,,,,,,,,,
553,PRV52463,1,0.0,0.0,no,,,,,,,,,,,,
554,PRV52464,2,0.0,0.0,no,,,,,,,,,,,,
555,PRV52466,13,0.0,0.0,no,,,,,,,,,,,,
556,PRV52467,8,0.0,0.0,no,,,,,,,,,,,,
557,PRV52468,3,0.0,0.0,no,,,,,,,,,,,,
558,PRV52469,6,0.0,0.0,no,,,,,,,,,,,,
559,PRV52472,18,0.0,0.0,no,,,,,,,,,,,,
560,PRV52474,22,1.0,0.045454545454545456,yes,[468],"[44, 12]",2.0,yes,[468],"['PRV52474', 'PRV56416']",2.0,yes,[468],"['PRV52474', 'PRV56416']",2.0,yes
561,PRV52476,6,0.0,0.0,no,,,,,,,,,,,,
562,PRV52478,5,0.0,0.0,no,,,,,,,,,,,,
563,PRV52480,5,0.0,0.0,no,,,,,,,,,,,,
564,PRV52495,12,0.0,0.0,no,,,,,,,,,,,,
565,PRV52497,4,0.0,0.0,no,,,,,,,,,,,,
566,PRV52499,8,0.0,0.0,no,,,,,,,,,,,,
567,PRV52500,7,0.0,0.0,no,,,,,,,,,,,,
568,PRV52502,26,0.0,0.0,no,,,,,,,,,,,,
569,PRV52503,5,0.0,0.0,no,,,,,,,,,,,,
570,PRV52504,14,1.0,0.07142857142857142,yes,[104],"[33, 13]",2.0,yes,[104],"['PRV54894', 'PRV52504']",2.0,yes,[104],"['PRV54894', 'PRV52504']",2.0,yes
571,PRV52508,2,0.0,0.0,no,,,,,,,,,,,,
572,PRV52509,6,1.0,0.16666666666666666,yes,[457],"[13, 31]",2.0,yes,[457],"['PRV52509', 'PRV54765']",2.0,yes,[457],"['PRV52509', 'PRV54765']",2.0,yes
573,PRV52511,75,2.0,0.02666666666666667,yes,[295 503],"[5, 13, 38, 22]",4.0,yes,[295 503],"['PRV53802', 'PRV51399', 'PRV52511']",3.0,yes,[295 503],"['PRV53802', 'PRV51399', 'PRV52511']",3.0,yes
574,PRV52518,1,0.0,0.0,no,,,,,,,,,,,,
575,PRV52519,6,0.0,0.0,no,,,,,,,,,,,,
576,PRV52530,1,0.0,0.0,no,,,,,,,,,,,,
577,PRV52536,1,0.0,0.0,no,,,,,,,,,,,,
578,PRV52537,1,0.0,0.0,no,,,,,,,,,,,,
579,PRV52541,5,0.0,0.0,no,,,,,,,,,,,,
580,PRV52544,6,0.0,0.0,no,,,,,,,,,,,,
581,PRV52548,5,0.0,0.0,no,,,,,,,,,,,,
582,PRV52549,6,0.0,0.0,no,,,,,,,,,,,,
583,PRV52552,11,1.0,0.09090909090909091,yes,[465],"[17, 14]",2.0,yes,[465],"['PRV53111', 'PRV52552']",2.0,yes,[465],"['PRV53111', 'PRV52552']",2.0,yes
584,PRV52553,4,0.0,0.0,no,,,,,,,,,,,,
585,PRV52556,46,0.0,0.0,no,,,,,,,,,,,,
586,PRV52562,6,0.0,0.0,no,,,,,,,,,,,,
587,PRV52564,5,0.0,0.0,no,,,,,,,,,,,,
588,PRV52565,11,1.0,0.09090909090909091,yes,[247],"[14, 15]",2.0,yes,[247],"['PRV52890', 'PRV52565']",2.0,yes,[247],"['PRV52890', 'PRV52565']",2.0,yes
589,PRV52566,22,2.0,0.09090909090909091,yes,[ 23 452],"[10, 23, 15, 39]",4.0,yes,[ 23 452],"['PRV55897', 'PRV53961', 'PRV52566', 'PRV55145']",4.0,yes,[ 23 452],"['PRV55897', 'PRV53961', 'PRV52566', 'PRV55145']",4.0,yes
590,PRV52570,8,0.0,0.0,no,,,,,,,,,,,,
591,PRV52574,146,5.0,0.03424657534246575,yes,[ 57 220 574 662 667],"[33, 5, 11, 45, 14, 22, 24]",7.0,yes,[ 57 220 574 662 667],"['PRV55124', 'PRV52019', 'PRV52340', 'PRV51523', 'PRV52461', 'PRV53769', 'PRV56575', 'PRV52574']",8.0,yes,[ 57 220 574 662 667],"['PRV55124', 'PRV52019', 'PRV52340', 'PRV51523', 'PRV52461', 'PRV53769', 'PRV56575', 'PRV52574']",8.0,yes
592,PRV52576,3,0.0,0.0,no,,,,,,,,,,,,
593,PRV52578,37,0.0,0.0,no,,,,,,,,,,,,
594,PRV52582,19,1.0,0.05263157894736842,yes,[431],"[5, 14]",2.0,yes,[431],"['PRV52582', 'PRV51638']",2.0,yes,[431],"['PRV52582', 'PRV51638']",2.0,yes
595,PRV52583,26,0.0,0.0,no,,,,,,,,,,,,
596,PRV52584,3,0.0,0.0,no,,,,,,,,,,,,
597,PRV52588,17,0.0,0.0,no,,,,,,,,,,,,
598,PRV52589,81,4.0,0.04938271604938271,yes,[ 12 122 389 429],"[46, 14, 18, 24, 25]",5.0,yes,[ 12 122 389 429],"['PRV56469', 'PRV57120', 'PRV54093', 'PRV52589', 'PRV54244']",5.0,yes,[ 12 122 389 429],"['PRV56469', 'PRV57120', 'PRV54093', 'PRV52589', 'PRV54244']",5.0,yes
599,PRV52590,115,3.0,0.02608695652173913,yes,[152 204 599],"[33, 11, 14, 30]",4.0,yes,[152 204 599],"['PRV52019', 'PRV52590', 'PRV54692', 'PRV54905']",4.0,yes,[152 204 599],"['PRV52019', 'PRV52590', 'PRV54692', 'PRV54905']",4.0,yes
600,PRV52592,7,0.0,0.0,no,,,,,,,,,,,,
601,PRV52602,9,0.0,0.0,no,,,,,,,,,,,,
602,PRV52608,1,0.0,0.0,no,,,,,,,,,,,,
603,PRV52609,5,1.0,0.2,yes,[672],"[54, 14]",2.0,yes,[672],"['PRV52609', 'PRV52028']",2.0,yes,[672],"['PRV52609', 'PRV52028']",2.0,yes
604,PRV52610,1,0.0,0.0,no,,,,,,,,,,,,
605,PRV52611,9,0.0,0.0,no,,,,,,,,,,,,
606,PRV52615,2,0.0,0.0,no,,,,,,,,,,,,
607,PRV52617,42,1.0,0.023809523809523808,yes,[637],"[19, 14]",2.0,yes,[637],"['PRV52617', 'PRV53405']",2.0,yes,[637],"['PRV52617', 'PRV53405']",2.0,yes
608,PRV52621,24,0.0,0.0,no,,,,,,,,,,,,
609,PRV52622,4,0.0,0.0,no,,,,,,,,,,,,
610,PRV52623,10,0.0,0.0,no,,,,,,,,,,,,
611,PRV52627,3,0.0,0.0,no,,,,,,,,,,,,
612,PRV52630,87,3.0,0.034482758620689655,yes,[175 523 537],"[10, 18, 14]",3.0,yes,[175 523 537],"['PRV53269', 'PRV52076', 'PRV52630', 'PRV52120']",4.0,yes,[175 523 537],"['PRV53269', 'PRV52076', 'PRV52630', 'PRV52120']",4.0,yes
613,PRV52634,58,1.0,0.017241379310344827,yes,[629],"[33, 14]",2.0,yes,[629],"['PRV52634', 'PRV55019']",2.0,yes,[629],"['PRV52634', 'PRV55019']",2.0,yes
614,PRV52641,21,2.0,0.09523809523809523,yes,[113 134],"[10, 11, 28, 14]",4.0,yes,[113 134],"['PRV56416', 'PRV54560', 'PRV52641']",3.0,yes,[113 134],"['PRV56416', 'PRV54560', 'PRV52641']",3.0,yes
615,PRV52642,146,7.0,0.04794520547945205,yes,[ 60  77 143 271 319 474 615],"[33, 34, 39, 10, 44, 14]",6.0,yes,[ 60  77 143 271 319 474 615],"['PRV55209', 'PRV55124', 'PRV55903', 'PRV52151', 'PRV56437', 'PRV56130', 'PRV56478', 'PRV52642']",8.0,yes,[ 60  77 143 271 319 474 615],"['PRV55209', 'PRV55124', 'PRV55903', 'PRV52151', 'PRV56437', 'PRV56130', 'PRV56478', 'PRV52642']",8.0,yes
616,PRV52644,9,0.0,0.0,no,,,,,,,,,,,,
617,PRV52646,34,0.0,0.0,no,,,,,,,,,,,,
618,PRV52647,7,0.0,0.0,no,,,,,,,,,,,,
619,PRV52651,3,0.0,0.0,no,,,,,,,,,,,,
620,PRV52653,4,0.0,0.0,no,,,,,,,,,,,,
621,PRV52654,58,3.0,0.05172413793103448,yes,[510 524 631],"[33, 34, 5, 14]",4.0,yes,[510 524 631],"['PRV51544', 'PRV55194', 'PRV52654', 'PRV54933']",4.0,yes,[510 524 631],"['PRV51544', 'PRV55194', 'PRV52654', 'PRV54933']",4.0,yes
622,PRV52662,2,0.0,0.0,no,,,,,,,,,,,,
623,PRV52684,5,0.0,0.0,no,,,,,,,,,,,,
624,PRV52687,6,0.0,0.0,no,,,,,,,,,,,,
625,PRV52688,6,0.0,0.0,no,,,,,,,,,,,,
626,PRV52691,3,0.0,0.0,no,,,,,,,,,,,,
627,PRV52696,3,0.0,0.0,no,,,,,,,,,,,,
628,PRV52698,1,0.0,0.0,no,,,,,,,,,,,,
629,PRV52699,1,0.0,0.0,no,,,,,,,,,,,,
630,PRV52706,2,1.0,0.5,yes,[674],"[22, 14]",2.0,yes,[674],"['PRV53787', 'PRV52706']",2.0,yes,[674],"['PRV53787', 'PRV52706']",2.0,yes
631,PRV52708,5,0.0,0.0,no,,,,,,,,,,,,
632,PRV52717,20,3.0,0.15,yes,[129 186 657],"[26, 10, 45, 14]",4.0,yes,[129 186 657],"['PRV52717', 'PRV56560', 'PRV52266', 'PRV54367']",4.0,yes,[129 186 657],"['PRV52717', 'PRV56560', 'PRV52266', 'PRV54367']",4.0,yes
633,PRV52722,9,2.0,0.2222222222222222,yes,[661 668],"[33, 45, 14]",3.0,yes,[661 668],"['PRV55003', 'PRV56803', 'PRV52722']",3.0,yes,[661 668],"['PRV55003', 'PRV56803', 'PRV52722']",3.0,yes
634,PRV52723,18,1.0,0.05555555555555555,yes,[121],"[19, 14]",2.0,yes,[121],"['PRV52723', 'PRV53385']",2.0,yes,[121],"['PRV52723', 'PRV53385']",2.0,yes
635,PRV52787,11,0.0,0.0,no,,,,,,,,,,,,
636,PRV52803,2,0.0,0.0,no,,,,,,,,,,,,
637,PRV52804,1,0.0,0.0,no,,,,,,,,,,,,
638,PRV52806,2,0.0,0.0,no,,,,,,,,,,,,
639,PRV52807,2,0.0,0.0,no,,,,,,,,,,,,
640,PRV52808,4,0.0,0.0,no,,,,,,,,,,,,
641,PRV52810,6,0.0,0.0,no,,,,,,,,,,,,
642,PRV52813,17,0.0,0.0,no,,,,,,,,,,,,
643,PRV52814,2,0.0,0.0,no,,,,,,,,,,,,
644,PRV52815,26,0.0,0.0,no,,,,,,,,,,,,
645,PRV52816,1,0.0,0.0,no,,,,,,,,,,,,
646,PRV52821,173,5.0,0.028901734104046242,yes,[ 31 304 565 623 643],"[33, 36, 37, 10, 15, 31]",6.0,yes,[ 31 304 565 623 643],"['PRV52019', 'PRV54778', 'PRV55755', 'PRV55492', 'PRV52821', 'PRV53932']",6.0,yes,[ 31 304 565 623 643],"['PRV52019', 'PRV54778', 'PRV55755', 'PRV55492', 'PRV52821', 'PRV53932']",6.0,yes
647,PRV52823,7,0.0,0.0,no,,,,,,,,,,,,
648,PRV52828,23,3.0,0.13043478260869565,yes,[325 349],"[19, 15]",2.0,yes,[325 349],"['PRV52828', 'PRV53442']",2.0,yes,[325 349],"['PRV52828', 'PRV53442']",2.0,yes
649,PRV52829,6,0.0,0.0,no,,,,,,,,,,,,
650,PRV52831,20,0.0,0.0,no,,,,,,,,,,,,
651,PRV52833,4,0.0,0.0,no,,,,,,,,,,,,
652,PRV52835,11,0.0,0.0,no,,,,,,,,,,,,
653,PRV52836,5,1.0,0.2,yes,[594],"[15, 7]",2.0,yes,[594],"['PRV54894', 'PRV52836']",2.0,yes,[594],"['PRV54894', 'PRV52836']",2.0,yes
654,PRV52837,2,0.0,0.0,no,,,,,,,,,,,,
655,PRV52841,1,0.0,0.0,no,,,,,,,,,,,,
656,PRV52842,24,2.0,0.08333333333333333,yes,[ 70 240],"[4, 37, 39, 14, 15]",5.0,yes,[ 70 240],"['PRV52842', 'PRV55676', 'PRV51244', 'PRV56123']",4.0,yes,[ 70 240],"['PRV52842', 'PRV55676', 'PRV51244', 'PRV56123']",4.0,yes
657,PRV52843,47,4.0,0.0851063829787234,yes,[ 90 151 640],"[18, 5, 39]",3.0,yes,[ 90 151 640],"['PRV55944', 'PRV52843', 'PRV51523']",3.0,yes,[ 90 151 640],"['PRV55944', 'PRV52843', 'PRV51523']",3.0,yes
658,PRV52844,2,0.0,0.0,no,,,,,,,,,,,,
659,PRV52845,8,2.0,0.25,yes,[314 489],"[8, 44, 15, 26, 31]",5.0,yes,[314 489],"['PRV55978', 'PRV54765', 'PRV52845', 'PRV56438', 'PRV54348']",5.0,yes,[314 489],"['PRV55978', 'PRV54765', 'PRV52845', 'PRV56438', 'PRV54348']",5.0,yes
660,PRV52846,175,4.0,0.022857142857142857,yes,[ 84 182 653 666],"[42, 45, 15, 19, 26]",5.0,yes,[ 84 182 653 666],"['PRV57081', 'PRV54367', 'PRV53385', 'PRV52846', 'PRV56335']",5.0,yes,[ 84 182 653 666],"['PRV57081', 'PRV54367', 'PRV53385', 'PRV52846', 'PRV56335']",5.0,yes
661,PRV52847,62,3.0,0.04838709677419355,yes,[ 43 207 436],"[33, 10, 14, 15, 26]",5.0,yes,[ 43 207 436],"['PRV52065', 'PRV52847', 'PRV54367', 'PRV54936']",4.0,yes,[ 43 207 436],"['PRV52065', 'PRV52847', 'PRV54367', 'PRV54936']",4.0,yes
662,PRV52849,2,1.0,0.5,yes,[172],"[33, 14]",2.0,yes,[172],"['PRV54896', 'PRV52849']",2.0,yes,[172],"['PRV54896', 'PRV52849']",2.0,yes
663,PRV52850,1,0.0,0.0,no,,,,,,,,,,,,
664,PRV52851,8,1.0,0.125,yes,[249],"[51, 15]",2.0,yes,[249],"['PRV52851', 'PRV57406']",2.0,yes,[249],"['PRV52851', 'PRV57406']",2.0,yes
665,PRV52855,3,0.0,0.0,no,,,,,,,,,,,,
666,PRV52857,6,0.0,0.0,no,,,,,,,,,,,,
667,PRV52858,14,0.0,0.0,no,,,,,,,,,,,,
668,PRV52862,56,1.0,0.017857142857142856,yes,[25],"[33, 15]",2.0,yes,[25],"['PRV55005', 'PRV52862']",2.0,yes,[25],"['PRV55005', 'PRV52862']",2.0,yes
669,PRV52865,6,0.0,0.0,no,,,,,,,,,,,,
670,PRV52868,42,0.0,0.0,no,,,,,,,,,,,,
671,PRV52869,7,0.0,0.0,no,,,,,,,,,,,,
672,PRV52870,35,0.0,0.0,no,,,,,,,,,,,,
673,PRV52876,18,1.0,0.05555555555555555,yes,[136],"[45, 15]",2.0,yes,[136],"['PRV52876', 'PRV56895']",2.0,yes,[136],"['PRV52876', 'PRV56895']",2.0,yes
674,PRV52880,3,0.0,0.0,no,,,,,,,,,,,,
675,PRV52881,20,1.0,0.05,yes,[357],"[36, 15]",2.0,yes,[357],"['PRV52881', 'PRV55531']",2.0,yes,[357],"['PRV52881', 'PRV55531']",2.0,yes
676,PRV52887,23,0.0,0.0,no,,,,,,,,,,,,
677,PRV52889,31,0.0,0.0,no,,,,,,,,,,,,
678,PRV52890,4,1.0,0.25,yes,[247],"[14, 15]",2.0,yes,[247],"['PRV52890', 'PRV52565']",2.0,yes,[247],"['PRV52890', 'PRV52565']",2.0,yes
679,PRV52892,7,0.0,0.0,no,,,,,,,,,,,,
680,PRV52896,17,0.0,0.0,no,,,,,,,,,,,,
681,PRV52898,48,2.0,0.041666666666666664,yes,[238 256],"[10, 23, 15]",3.0,yes,[238 256],"['PRV52898', 'PRV52283', 'PRV53932']",3.0,yes,[238 256],"['PRV52898', 'PRV52283', 'PRV53932']",3.0,yes
682,PRV52902,21,0.0,0.0,no,,,,,,,,,,,,
683,PRV52903,167,3.0,0.017964071856287425,yes,[376 440 481],"[52, 5, 14, 15]",4.0,yes,[376 440 481],"['PRV51393', 'PRV57593', 'PRV52903', 'PRV51501']",4.0,yes,[376 440 481],"['PRV51393', 'PRV57593', 'PRV52903', 'PRV51501']",4.0,yes
684,PRV52904,1,0.0,0.0,no,,,,,,,,,,,,
685,PRV52910,10,0.0,0.0,no,,,,,,,,,,,,
686,PRV52912,1,0.0,0.0,no,,,,,,,,,,,,
687,PRV52916,6,0.0,0.0,no,,,,,,,,,,,,
688,PRV52918,13,0.0,0.0,no,,,,,,,,,,,,
689,PRV52920,2,0.0,0.0,no,,,,,,,,,,,,
690,PRV52921,3,0.0,0.0,no,,,,,,,,,,,,
691,PRV52922,7,1.0,0.14285714285714285,yes,[650],"[45, 15]",2.0,yes,[650],"['PRV52922', 'PRV56584']",2.0,yes,[650],"['PRV52922', 'PRV56584']",2.0,yes
692,PRV52924,3,0.0,0.0,no,,,,,,,,,,,,
693,PRV52925,4,1.0,0.25,yes,[435],"[34, 15]",2.0,yes,[435],"['PRV52925', 'PRV55381']",2.0,yes,[435],"['PRV52925', 'PRV55381']",2.0,yes
694,PRV52926,4,0.0,0.0,no,,,,,,,,,,,,
695,PRV52933,4,0.0,0.0,no,,,,,,,,,,,,
696,PRV52936,4,0.0,0.0,no,,,,,,,,,,,,
697,PRV52970,1,0.0,0.0,no,,,,,,,,,,,,
698,PRV52971,3,0.0,0.0,no,,,,,,,,,,,,
699,PRV52972,17,1.0,0.058823529411764705,yes,[367],"[21, 15]",2.0,yes,[367],"['PRV52972', 'PRV57481']",2.0,yes,[367],"['PRV52972', 'PRV57481']",2.0,yes
700,PRV52976,4,0.0,0.0,no,,,,,,,,,,,,
701,PRV52978,5,0.0,0.0,no,,,,,,,,,,,,
702,PRV52979,6,0.0,0.0,no,,,,,,,,,,,,
703,PRV52985,121,6.0,0.049586776859504134,yes,[  9  99 210 279 518 664],"[33, 34, 45, 16, 54, 23]",6.0,yes,[  9  99 210 279 518 664],"['PRV55209', 'PRV52985', 'PRV53910', 'PRV55215', 'PRV53961', 'PRV56748', 'PRV54986']",7.0,yes,[  9  99 210 279 518 664],"['PRV55209', 'PRV52985', 'PRV53910', 'PRV55215', 'PRV53961', 'PRV56748', 'PRV54986']",7.0,yes
704,PRV52986,9,0.0,0.0,no,,,,,,,,,,,,
705,PRV52989,70,1.0,0.014285714285714285,yes,[259],"[16, 1]",2.0,yes,[259],"['PRV52989', 'PRV51030']",2.0,yes,[259],"['PRV52989', 'PRV51030']",2.0,yes
706,PRV52990,22,2.0,0.09090909090909091,yes,[ 86 211],"[16, 26, 54]",3.0,yes,[ 86 211],"['PRV54330', 'PRV52990', 'PRV57030']",3.0,yes,[ 86 211],"['PRV54330', 'PRV52990', 'PRV57030']",3.0,yes
707,PRV52991,8,0.0,0.0,no,,,,,,,,,,,,
708,PRV52998,15,2.0,0.13333333333333333,yes,[255 576],"[16, 1, 31]",3.0,yes,[255 576],"['PRV54822', 'PRV52998', 'PRV51038']",3.0,yes,[255 576],"['PRV54822', 'PRV52998', 'PRV51038']",3.0,yes
709,PRV52999,8,0.0,0.0,no,,,,,,,,,,,,
710,PRV53005,16,1.0,0.0625,yes,[225],"[16, 36]",2.0,yes,[225],"['PRV55435', 'PRV53005']",2.0,yes,[225],"['PRV55435', 'PRV53005']",2.0,yes
711,PRV53007,37,0.0,0.0,no,,,,,,,,,,,,
712,PRV53008,39,0.0,0.0,no,,,,,,,,,,,,
713,PRV53009,5,0.0,0.0,no,,,,,,,,,,,,
714,PRV53021,18,1.0,0.05555555555555555,yes,[588],[16],1.0,no,[588],"['PRV53021', 'PRV54081']",2.0,yes,[588],"['PRV53021', 'PRV54081']",2.0,yes
715,PRV53024,2,0.0,0.0,no,,,,,,,,,,,,
716,PRV53029,4,0.0,0.0,no,,,,,,,,,,,,
717,PRV53032,5,0.0,0.0,no,,,,,,,,,,,,
718,PRV53033,2,0.0,0.0,no,,,,,,,,,,,,
719,PRV53040,5,0.0,0.0,no,,,,,,,,,,,,
720,PRV53050,2,1.0,0.5,yes,[592],"[16, 19]",2.0,yes,[592],"['PRV53050', 'PRV53385']",2.0,yes,[592],"['PRV53050', 'PRV53385']",2.0,yes
721,PRV53052,1,0.0,0.0,no,,,,,,,,,,,,
722,PRV53061,1,0.0,0.0,no,,,,,,,,,,,,
723,PRV53063,2,0.0,0.0,no,,,,,,,,,,,,
724,PRV53070,12,1.0,0.08333333333333333,yes,[232],"[16, 45]",2.0,yes,[232],"['PRV56560', 'PRV53070']",2.0,yes,[232],"['PRV56560', 'PRV53070']",2.0,yes
725,PRV53091,4,0.0,0.0,no,,,,,,,,,,,,
