,Provider,PotentialFraud,DurationMedianIP,DurationMeanIP,DurationMedianOP,DurationMeanOP,Serves,ChronCondsMedian,ChronCondsMean,ChronConsMode,PtAgeMedian,PtAgeMean,NumPtsIP,NumPtsOP,NumStatesIP,NumStatesOP,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,NumTopCodeClaim,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
1441,PRV52788,No,0.0,0.0,0.0,1.139650872817955,OP,7.0,6.5735660847880295,7.0,75.0,73.20947630922693,0.0,373.0,0.0,6.0,1.0,401,373,287.48129675810475,7.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4089775561097257,yes,52.0,yes,3407.0,yes,380.0,yes,1.14,373,401,1.08,116770,313.06,1,40,401,245
1442,PRV52789,No,0.0,0.0,0.0,2.4210526315789473,OP,7.0,7.315789473684211,7.5,77.0,75.5,0.0,38.0,0.0,1.0,1.0,38,38,328.9473684210526,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5263157894736842,yes,52.0,yes,2487.0,yes,374.0,yes,2.42,38,38,1.0,12670,333.42,0,3,38,36
1443,PRV52790,No,0.0,0.0,0.0,0.7142857142857143,OP,6.0,6.607142857142857,7.0,78.0,76.17857142857143,0.0,15.0,0.0,1.0,1.0,28,15,245.0,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4642857142857143,yes,51.0,yes,1517.0,yes,366.0,yes,0.71,15,28,1.87,7060,470.67,0,1,28,27
1444,PRV52791,No,0.0,0.0,0.0,0.0,OP,3.0,3.0,3.0,78.0,78.0,0.0,1.0,0.0,1.0,1.0,1,1,200.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.0,1,1,1.0,200,200.0,0,0,1,1
1445,PRV52792,No,0.0,0.0,0.0,0.0,OP,9.0,8.0,9.0,73.0,77.6,0.0,5.0,0.0,1.0,1.0,5,5,64.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4,yes,52.0,yes,1332.0,yes,365.0,yes,0.0,5,5,1.0,400,80.0,0,0,5,5
1446,PRV52793,No,0.0,0.0,0.0,2.176470588235294,OP,6.0,6.352941176470588,5.0,77.0,79.94117647058823,0.0,17.0,0.0,1.0,1.0,17,17,248.82352941176467,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5882352941176471,yes,49.0,yes,445.0,yes,290.0,yes,2.18,17,17,1.0,4290,252.35,0,0,17,16
1447,PRV52794,No,0.0,0.0,0.0,0.0,OP,9.0,9.0,9.0,65.0,65.0,0.0,1.0,0.0,1.0,0.0,1,1,30.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.0,1,1,1.0,30,30.0,0,0,1,1
1448,PRV52795,No,0.0,0.0,0.0,2.8947368421052633,OP,6.0,5.842105263157895,6.0,73.0,71.73684210526316,0.0,13.0,0.0,2.0,1.0,19,13,323.6842105263158,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5263157894736842,yes,52.0,yes,2669.0,yes,374.0,yes,2.89,13,19,1.46,6230,479.23,0,1,19,19
1449,PRV52796,No,0.0,0.0,0.0,0.7083333333333334,OP,8.0,7.208333333333333,6.0,70.0,65.9375,0.0,16.0,0.0,1.0,1.0,48,16,347.70833333333326,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.2708333333333333,yes,52.0,yes,2386.0,yes,372.0,yes,0.71,16,48,3.0,16830,1051.88,0,6,48,45
1450,PRV52797,No,0.0,0.0,0.0,0.0,OP,8.0,8.0,8.0,67.0,67.0,0.0,1.0,0.0,1.0,0.0,1,1,300.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.0,1,1,1.0,300,300.0,0,0,1,1
1451,PRV52798,No,0.0,0.0,0.0,1.6607142857142858,OP,7.0,7.071428571428571,8.0,76.5,76.44642857142857,0.0,38.0,0.0,1.0,1.0,56,38,324.2857142857143,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4821428571428572,yes,52.0,yes,1032.0,yes,364.0,yes,1.66,38,56,1.47,18360,483.16,0,5,56,53
1452,PRV52799,No,0.0,0.0,0.0,0.0,OP,7.0,7.0,7.0,72.5,72.5,0.0,2.0,0.0,1.0,1.0,2,2,75.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,50.0,yes,436.0,yes,292.0,yes,0.0,2,2,1.0,150,75.0,0,0,2,2
1453,PRV52800,No,0.0,0.0,0.0,0.0,OP,7.5,6.625,8.0,67.0,67.875,0.0,6.0,0.0,1.0,1.0,8,6,236.25,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,44.0,yes,204.0,yes,170.0,yes,0.0,6,8,1.33,1980,330.0,0,0,8,8
1454,PRV52801,No,0.0,0.0,0.0,2.2580645161290325,OP,6.0,6.548387096774194,6.0,80.0,77.45161290322581,0.0,22.0,0.0,1.0,1.0,31,22,339.03225806451616,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4838709677419355,yes,52.0,yes,2614.0,yes,371.0,yes,2.26,22,31,1.41,10770,489.55,0,1,31,29
1455,PRV52803,No,2.0,2.0,0.0,0.0,IP,5.0,5.0,5.0,72.0,72.0,2.0,0.0,1.0,0.0,0.0,2,2,4500.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,2.0,2,2,1.0,11136,5568.0,0,0,2,2
1456,PRV52804,No,13.0,13.0,0.0,0.0,IP,8.0,8.0,8.0,84.0,84.0,1.0,0.0,1.0,0.0,0.0,1,1,36000.0,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,13.0,1,1,1.0,37068,37068.0,0,0,0,1
1457,PRV52806,No,2.5,2.5,0.0,0.0,IP,6.0,6.0,6.0,71.5,71.5,2.0,0.0,1.0,0.0,1.0,2,2,8000.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,2.5,2,2,1.0,18136,9068.0,0,1,0,2
1458,PRV52807,No,5.5,5.5,0.0,0.0,IP,3.5,3.5,3.5,83.0,83.0,2.0,0.0,1.0,0.0,1.0,2,2,8500.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,5.5,2,2,1.0,19136,9568.0,0,0,0,2
1459,PRV52808,No,6.0,6.0,0.0,0.0,Both,8.0,6.8,9.0,73.0,73.2,4.0,1.0,1.0,1.0,1.0,5,5,6216.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,1.0,yes,9.0,yes,10.0,yes,10.0,yes,4.8,5,5,1.0,35352,7070.4,0,0,2,5
1460,PRV52810,No,3.0,5.166666666666667,0.0,0.0,IP,6.0,6.5,5.0,70.5,72.33333333333333,6.0,0.0,1.0,0.0,1.0,6,6,12666.666666666664,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,5.17,6,6,1.0,82408,13734.67,0,0,1,6
1461,PRV52813,No,4.0,4.588235294117647,0.0,0.0,IP,6.0,6.0,6.0,73.0,76.11764705882354,15.0,0.0,1.0,0.0,1.0,17,15,8352.941176470587,7.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,4.59,15,17,1.13,136952,9130.13,0,2,7,17
1462,PRV52814,No,4.0,4.0,0.0,0.0,IP,5.0,5.0,5.0,73.5,73.5,2.0,0.0,1.0,0.0,1.0,2,2,3000.0,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,4.0,2,2,1.0,8136,4068.0,0,0,1,2
1463,PRV52815,Yes,3.0,5.6923076923076925,0.0,0.0,IP,4.5,5.0,4.0,79.0,79.38461538461539,24.0,0.0,1.0,0.0,1.0,26,24,15000.0,8.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,5.69,24,26,1.08,417768,17407.0,0,4,13,25
1464,PRV52816,No,1.0,1.0,0.0,0.0,IP,4.0,4.0,4.0,40.0,40.0,1.0,0.0,1.0,0.0,0.0,1,1,3000.0,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,0,0.0,none,0.0,none,0.0,none,0.0,none,1.0,1,1,1.0,4068,4068.0,0,0,1,1
1465,PRV52818,No,0.0,0.0,0.0,0.9743589743589743,OP,6.0,6.230769230769231,6.0,69.0,72.05128205128206,0.0,35.0,0.0,4.0,1.0,39,35,249.48717948717945,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4358974358974359,yes,52.0,yes,2453.0,yes,371.0,yes,0.97,35,39,1.11,9740,278.29,0,6,39,35
1466,PRV52820,No,0.0,0.0,0.0,0.125,OP,6.0,6.09375,4.0,74.0,74.625,0.0,30.0,0.0,3.0,1.0,32,30,203.4375,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4375,yes,52.0,yes,2666.0,yes,373.0,yes,0.12,30,32,1.07,6730,224.33,1,3,32,31
1467,PRV52821,Yes,4.0,5.838150289017341,0.0,1.848148148148148,Both,7.0,6.64656381486676,7.0,74.0,72.38008415147264,131.0,314.0,3.0,5.0,1.0,713,389,2556.7601683029447,75.0,yes,0.02890173410404624,yes,6.0,yes,6.0,yes,10.0,yes,yes,0.4092592592592593,yes,52.0,yes,3480.0,yes,379.0,yes,2.82,389,713,1.83,1914944,4922.74,3,47,607,305
1468,PRV52822,No,0.0,0.0,0.0,1.385185185185185,OP,7.0,6.785185185185185,7.0,73.0,72.38518518518518,0.0,97.0,0.0,3.0,1.0,135,97,322.07407407407413,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4222222222222222,yes,52.0,yes,3079.0,yes,373.0,yes,1.39,97,135,1.39,44390,457.63,0,11,135,113
1469,PRV52823,No,7.0,10.857142857142858,0.0,1.6625,Both,7.0,6.540229885057471,8.0,72.0,70.83908045977012,7.0,63.0,2.0,4.0,1.0,87,70,748.2758620689655,4.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.425,yes,52.0,yes,2860.0,yes,372.0,yes,2.4,70,87,1.24,73056,1043.66,0,6,84,77
1470,PRV52824,No,0.0,0.0,0.0,0.5238095238095238,OP,6.0,6.261904761904762,6.0,71.5,69.0952380952381,0.0,39.0,0.0,6.0,1.0,42,39,208.09523809523807,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,1585.0,yes,367.0,yes,0.52,39,42,1.08,9040,231.79,0,2,42,41
1471,PRV52825,No,0.0,0.0,0.0,1.8636363636363635,OP,7.0,6.681818181818182,10.0,79.0,76.27272727272727,0.0,21.0,0.0,4.0,1.0,22,21,266.8181818181818,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.2272727272727273,yes,51.0,yes,861.0,yes,356.0,yes,1.86,21,22,1.05,5870,279.52,0,0,22,22
1472,PRV52826,Yes,0.0,0.0,0.0,1.5410958904109588,OP,7.0,6.931506849315069,7.0,70.0,69.37671232876713,0.0,103.0,0.0,2.0,1.0,292,103,347.94520547945206,5.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4383561643835616,yes,52.0,yes,3157.0,yes,382.0,yes,1.54,103,292,2.83,102620,996.31,0,21,292,192
1473,PRV52827,No,0.0,0.0,0.0,2.2412935323383083,OP,7.0,6.730099502487562,6.0,75.0,74.57213930348259,0.0,296.0,0.0,4.0,1.0,804,296,350.82089552238807,21.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4514925373134329,yes,52.0,yes,3714.0,yes,382.0,yes,2.24,296,804,2.72,283690,958.41,4,68,803,333
1474,PRV52828,Yes,4.0,5.826086956521739,0.0,2.380952380952381,Both,6.5,6.659090909090909,6.0,74.0,69.56818181818181,20.0,18.0,1.0,4.0,1.0,44,38,5023.863636363636,13.0,yes,0.13043478260869565,yes,2.0,yes,2.0,yes,3.0,yes,yes,0.42857142857142855,yes,52.0,yes,2352.0,yes,372.0,yes,4.18,38,44,1.16,245834,6469.32,1,2,36,42
1475,PRV52829,No,4.0,3.5,0.0,1.6698292220113853,Both,7.0,6.962476547842401,7.0,74.0,71.84615384615384,6.0,320.0,1.0,3.0,1.0,533,326,425.515947467167,15.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4269449715370019,yes,52.0,yes,3461.0,yes,384.0,yes,1.69,326,533,1.63,234998,720.85,1,37,530,280
1476,PRV52830,No,0.0,0.0,0.0,0.29411764705882354,OP,7.5,7.470588235294118,7.0,71.5,70.61764705882354,0.0,28.0,0.0,4.0,1.0,34,28,213.2352941176471,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.35294117647058826,yes,52.0,yes,1645.0,yes,371.0,yes,0.29,28,34,1.21,7470,266.79,0,1,34,32
1477,PRV52831,No,3.0,5.85,0.0,0.6363636363636364,Both,5.0,5.838709677419355,4.0,73.0,73.93548387096774,19.0,11.0,1.0,2.0,1.0,31,29,7997.419354838708,11.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3636363636363637,yes,47.0,yes,402.0,yes,268.0,yes,4.0,29,31,1.07,247144,8522.21,0,2,17,30
1478,PRV52832,No,0.0,0.0,0.0,0.3548387096774194,OP,8.0,7.193548387096774,8.0,75.0,73.58064516129032,0.0,30.0,0.0,3.0,1.0,31,30,328.3870967741936,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.41935483870967744,yes,52.0,yes,1345.0,yes,365.0,yes,0.35,30,31,1.03,10280,342.67,0,2,31,31
1479,PRV52833,No,15.5,16.75,0.0,2.3,Both,5.5,5.857142857142857,5.0,75.0,74.07142857142857,4.0,8.0,1.0,1.0,1.0,14,12,1961.4285714285716,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4,yes,48.0,yes,314.0,yes,254.0,yes,6.43,12,14,1.17,31932,2661.0,0,3,11,14
1480,PRV52835,No,4.0,5.636363636363637,0.0,1.0217391304347827,Both,7.0,6.824561403508772,5.0,78.0,75.80701754385964,11.0,46.0,1.0,6.0,1.0,57,57,2462.456140350877,4.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.39130434782608703,yes,52.0,yes,2353.0,yes,371.0,yes,1.91,57,57,1.0,152308,2672.07,0,4,51,51
1481,PRV52836,No,5.0,6.8,0.0,0.25,Both,5.0,5.619047619047619,5.0,77.0,72.0952380952381,5.0,16.0,1.0,2.0,1.0,21,20,2556.190476190476,2.0,yes,0.2,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.5,yes,51.0,yes,655.0,yes,350.0,yes,1.81,20,21,1.05,49022,2451.1,0,1,19,21
1482,PRV52837,No,3.0,3.0,0.0,0.4492753623188406,Both,7.0,6.71830985915493,8.0,72.0,71.16901408450704,2.0,57.0,1.0,3.0,1.0,71,59,449.7183098591549,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.39130434782608703,yes,52.0,yes,2813.0,yes,372.0,yes,0.52,59,71,1.2,34146,578.75,1,9,70,65
1483,PRV52838,No,0.0,0.0,0.0,0.9156626506024096,OP,6.0,6.373493975903615,5.0,75.0,73.2289156626506,0.0,61.0,0.0,2.0,1.0,83,61,303.9759036144578,4.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3012048192771085,yes,52.0,yes,2518.0,yes,372.0,yes,0.92,61,83,1.36,25600,419.67,0,3,83,75
1484,PRV52839,No,0.0,0.0,0.0,1.9696969696969697,OP,7.0,6.575757575757576,9.0,70.0,72.57575757575758,0.0,30.0,0.0,2.0,1.0,33,30,372.4242424242424,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3636363636363637,yes,51.0,yes,628.0,yes,340.0,yes,1.97,30,33,1.1,12680,422.67,0,2,33,31
1485,PRV52841,No,1.0,1.0,0.0,0.0,Both,8.0,8.0,8.0,81.0,78.33333333333333,1.0,2.0,1.0,1.0,0.0,3,3,4440.0,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.33,3,3,1.0,14388,4796.0,0,1,2,3
1486,PRV52842,No,3.0,4.75,0.0,1.2897862232779098,Both,7.0,6.952808988764045,7.0,74.0,71.95280898876405,24.0,246.0,2.0,1.0,1.0,445,263,891.0337078651686,23.0,yes,0.08333333333333333,yes,5.0,yes,4.0,yes,5.0,yes,yes,0.5059382422802849,yes,52.0,yes,3438.0,yes,380.0,yes,1.48,263,445,1.69,423202,1609.13,1,29,433,259
1487,PRV52843,Yes,4.0,5.425531914893617,0.0,0.9313725490196079,Both,7.0,6.721115537848606,7.0,71.0,69.89641434262948,42.0,155.0,4.0,5.0,1.0,251,190,2359.203187250996,18.0,yes,0.0851063829787234,yes,3.0,yes,3.0,yes,5.0,yes,yes,0.4754901960784314,yes,52.0,yes,2924.0,yes,379.0,yes,1.77,190,251,1.32,642816,3383.24,0,26,227,183
1488,PRV52844,No,2.5,2.5,0.0,1.5275590551181102,Both,7.0,7.2015503875969,7.0,71.0,71.21705426356588,2.0,110.0,1.0,4.0,1.0,129,112,363.953488372093,5.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4488188976377953,yes,52.0,yes,2962.0,yes,379.0,yes,1.54,112,129,1.15,49316,440.32,0,7,129,110
1489,PRV52845,No,3.0,3.375,0.0,1.5336322869955157,Both,7.0,6.96969696969697,7.0,74.0,72.0,8.0,129.0,1.0,3.0,1.0,231,137,1161.6450216450214,7.0,yes,0.25,yes,5.0,yes,5.0,yes,6.0,yes,yes,0.4618834080717489,yes,52.0,yes,3078.0,yes,376.0,yes,1.6,137,231,1.69,277344,2024.41,0,23,226,169
1490,PRV52846,Yes,4.0,5.668571428571428,0.0,2.1363636363636362,Both,6.0,6.0995850622406635,4.0,73.0,72.3734439834025,164.0,60.0,4.0,8.0,1.0,241,222,8784.273858921162,68.0,yes,0.022857142857142857,yes,5.0,yes,5.0,yes,8.0,yes,yes,0.4393939393939394,yes,52.0,yes,2470.0,yes,373.0,yes,4.7,222,241,1.09,2288882,10310.28,0,10,147,179
1491,PRV52847,Yes,4.0,5.338709677419355,0.0,1.3333333333333333,Both,6.0,6.163043478260869,6.0,74.0,74.41304347826087,47.0,28.0,3.0,4.0,1.0,92,75,6711.195652173914,22.0,yes,0.04838709677419355,yes,5.0,yes,4.0,yes,6.0,yes,yes,0.36666666666666653,yes,44.0,yes,189.0,yes,179.0,yes,4.03,75,92,1.23,626350,8351.33,0,12,54,78
1492,PRV52848,No,0.0,0.0,0.0,1.4,OP,7.0,7.08,7.0,78.0,77.04,0.0,25.0,0.0,5.0,1.0,25,25,211.2,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.36,yes,51.0,yes,551.0,yes,326.0,yes,1.4,25,25,1.0,5390,215.6,0,0,25,24
1493,PRV52849,No,4.5,4.5,0.0,0.5833333333333334,Both,6.0,6.142857142857143,5.5,74.0,71.42857142857143,2.0,11.0,2.0,2.0,1.0,14,13,3270.0,1.0,yes,0.5,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.5,yes,52.0,yes,2296.0,yes,371.0,yes,1.14,13,14,1.08,47926,3686.62,1,1,12,14
1494,PRV52850,No,5.0,5.0,0.0,1.5655172413793104,Both,7.0,6.541095890410959,8.0,70.5,73.54794520547945,1.0,51.0,1.0,1.0,1.0,146,52,331.98630136986304,3.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4482758620689655,yes,52.0,yes,2266.0,yes,371.0,yes,1.59,52,146,2.81,50238,966.12,1,13,145,117
1495,PRV52851,No,5.5,4.875,0.0,1.4482758620689655,Both,6.0,6.324324324324325,6.0,71.0,70.48648648648648,8.0,27.0,1.0,4.0,1.0,37,35,1823.2432432432433,4.0,yes,0.125,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4137931034482759,yes,52.0,yes,2320.0,yes,371.0,yes,2.19,35,37,1.06,76174,2176.4,0,8,32,35
1496,PRV52853,No,0.0,0.0,0.0,2.2413793103448274,OP,7.0,6.793103448275862,6.5,74.0,75.6896551724138,0.0,24.0,0.0,1.0,1.0,29,24,381.0344827586207,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3448275862068966,yes,42.0,yes,161.0,yes,152.0,yes,2.24,24,29,1.21,11230,467.92,0,2,29,28
1497,PRV52855,No,4.0,5.333333333333333,0.0,2.1578947368421053,Both,6.0,6.545454545454546,5.0,78.0,77.13636363636364,3.0,19.0,1.0,2.0,1.0,22,22,1445.4545454545455,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.631578947368421,yes,52.0,yes,2673.0,yes,372.0,yes,2.59,22,22,1.0,35004,1591.09,0,5,20,22
1498,PRV52857,No,4.5,6.333333333333333,0.0,1.4260485651214128,Both,7.0,7.030501089324619,8.0,70.0,70.49455337690632,6.0,175.0,1.0,2.0,1.0,459,178,427.6906318082789,13.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.44150110375275936,yes,52.0,yes,3566.0,yes,380.0,yes,1.49,178,459,2.58,195710,1099.49,1,40,457,248
1499,PRV52858,No,4.0,6.428571428571429,0.0,2.409090909090909,Both,6.0,6.1125,4.0,73.0,74.9375,13.0,64.0,1.0,5.0,1.0,80,77,2059.5,9.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3484848484848485,yes,52.0,yes,2471.0,yes,372.0,yes,3.11,77,80,1.04,179892,2336.26,0,8,71,72
1500,PRV52859,No,0.0,0.0,0.0,1.5093304061470911,OP,7.0,6.615806805708013,7.0,75.0,73.74313940724478,0.0,441.0,0.0,8.0,1.0,911,441,316.05927552140497,27.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.42480790340285396,yes,52.0,yes,3788.0,yes,383.0,yes,1.51,441,911,2.07,289870,657.3,3,69,911,330
1501,PRV52860,Yes,0.0,0.0,0.0,2.1348600508905853,OP,7.0,6.966921119592875,7.0,73.0,73.54961832061069,0.0,149.0,0.0,2.0,1.0,393,149,274.3765903307888,9.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4656488549618321,yes,52.0,yes,3453.0,yes,377.0,yes,2.13,149,393,2.64,109120,732.35,0,28,393,239
1502,PRV52861,No,0.0,0.0,0.0,1.5714285714285714,OP,7.5,7.357142857142857,8.0,65.5,64.35714285714286,0.0,14.0,0.0,5.0,0.0,14,14,126.42857142857143,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,50.0,yes,506.0,yes,324.0,yes,1.57,14,14,1.0,1990,142.14,0,0,14,14
1503,PRV52862,No,3.0,4.428571428571429,0.0,2.65,Both,6.0,6.381578947368421,4.0,72.5,72.21052631578948,48.0,19.0,4.0,4.0,1.0,76,67,5692.894736842104,20.0,yes,0.017857142857142856,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.65,yes,50.0,yes,702.0,yes,349.0,yes,3.96,67,76,1.13,489400,7304.48,1,9,50,72
1504,PRV52863,No,0.0,0.0,0.0,1.9807692307692308,OP,7.0,7.211538461538462,7.0,71.5,70.8076923076923,0.0,29.0,0.0,2.0,1.0,52,29,281.73076923076917,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4615384615384616,yes,52.0,yes,1495.0,yes,365.0,yes,1.98,29,52,1.79,14730,507.93,0,2,52,48
1505,PRV52864,No,0.0,0.0,0.0,0.8214285714285714,OP,6.5,6.321428571428571,8.0,73.5,70.28571428571429,0.0,22.0,0.0,1.0,1.0,28,22,459.6428571428572,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3928571428571429,yes,48.0,yes,425.0,yes,291.0,yes,0.82,22,28,1.27,12990,590.45,0,5,28,25
1506,PRV52865,No,2.0,2.8333333333333335,0.0,1.2666666666666666,Both,7.0,6.96969696969697,8.0,73.5,71.3030303030303,6.0,51.0,2.0,4.0,1.0,66,57,1254.3939393939395,3.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4833333333333333,yes,52.0,yes,1740.0,yes,368.0,yes,1.41,57,66,1.16,89218,1565.23,1,8,63,60
1507,PRV52868,Yes,3.0,5.071428571428571,0.0,2.2205882352941178,Both,7.0,6.9363636363636365,6.0,73.0,70.5909090909091,33.0,61.0,1.0,3.0,1.0,110,93,3946.5454545454545,17.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4117647058823529,yes,52.0,yes,1704.0,yes,367.0,yes,3.31,93,110,1.18,479046,5151.03,0,9,86,96
1508,PRV52869,No,5.0,6.857142857142857,0.0,0.8,Both,7.5,7.661290322580645,7.0,72.5,73.12903225806451,7.0,43.0,3.0,4.0,1.0,62,50,1518.0645161290322,5.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4545454545454545,yes,52.0,yes,1433.0,yes,368.0,yes,1.48,50,62,1.24,101626,2032.52,1,7,58,58
1509,PRV52870,Yes,3.0,4.485714285714286,0.0,1.595667870036101,Both,7.0,6.434634974533107,7.0,72.0,71.17996604414262,25.0,215.0,1.0,3.0,1.0,589,220,769.7453310696095,22.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.46389891696750896,yes,52.0,yes,3474.0,yes,376.0,yes,1.77,220,589,2.68,487362,2215.28,1,49,574,294
1510,PRV52872,No,0.0,0.0,0.0,1.9351851851851851,OP,7.0,6.907407407407407,9.0,72.0,72.38888888888889,0.0,102.0,0.0,3.0,1.0,108,102,441.7592592592592,4.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4074074074074074,yes,52.0,yes,1436.0,yes,370.0,yes,1.94,102,108,1.06,47960,470.2,1,8,108,94
1511,PRV52873,No,0.0,0.0,0.0,0.5072463768115942,OP,8.0,7.159420289855072,8.0,77.0,76.72463768115942,0.0,56.0,0.0,3.0,1.0,69,56,239.1304347826087,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4782608695652174,yes,52.0,yes,1840.0,yes,367.0,yes,0.51,56,69,1.23,16610,296.61,0,7,69,64
1512,PRV52875,No,0.0,0.0,0.0,1.5,OP,6.0,6.916666666666667,5.0,79.5,77.41666666666667,0.0,12.0,0.0,1.0,1.0,12,12,128.33333333333334,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,1353.0,yes,367.0,yes,1.5,12,12,1.0,1540,128.33,0,1,12,12
1513,PRV52876,No,4.0,6.333333333333333,0.0,1.7454545454545454,Both,6.0,6.287671232876712,7.0,74.0,73.32876712328768,17.0,49.0,1.0,1.0,1.0,73,66,2684.657534246576,9.0,yes,0.05555555555555555,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4,yes,52.0,yes,2729.0,yes,372.0,yes,2.88,66,73,1.11,202376,3066.3,0,6,60,69
