Provider,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,PotentialFraud,NumTopCodeClaim
PRV52514,1.0,15,13,440.0,No,0.0
PRV52515,1.0,17,17,144.11764705882354,No,0.0
PRV52517,1.0,32,26,340.9375,No,1.0
PRV52518,1.0,51,50,1418.4313725490197,No,3.0
PRV52519,1.0,100,72,1371.8,No,4.0
PRV52520,1.0,121,51,329.8347107438017,No,2.0
PRV52521,1.0,113,88,221.23893805309734,No,3.0
PRV52525,1.0,2,2,75.0,No,0.0
PRV52526,1.0,1,1,90.0,No,0.0
PRV52527,1.0,160,73,304.5625,No,2.0
PRV52528,1.0,26,16,248.46153846153845,No,0.0
PRV52529,1.0,12,8,176.66666666666666,No,0.0
PRV52530,1.0,10,9,521.0,No,0.0
PRV52531,1.0,5,5,594.0,No,0.0
PRV52532,1.0,16,15,159.375,No,0.0
PRV52533,1.0,43,27,171.62790697674419,No,1.0
PRV52535,1.0,18,12,400.0,No,0.0
PRV52539,1.0,14,12,317.85714285714283,No,0.0
PRV52540,1.0,7,4,481.42857142857144,No,0.0
PRV52542,1.0,62,44,256.7741935483871,No,1.0
PRV52543,1.0,171,89,278.0701754385965,No,3.0
PRV52544,1.0,6,6,5666.666666666667,No,3.0
PRV52545,1.0,13,13,112.3076923076923,No,1.0
PRV52547,1.0,2,2,1510.0,No,0.0
PRV52548,1.0,15,15,2583.3333333333335,No,2.0
PRV52549,1.0,156,54,622.8205128205128,No,5.0
PRV52551,1.0,5,5,184.0,No,0.0
PRV52552,1.0,55,54,2179.4545454545455,No,7.0
PRV52554,1.0,13,13,151.53846153846155,No,1.0
PRV52555,1.0,7,7,514.2857142857143,No,0.0
PRV52556,1.0,115,100,4041.391304347826,No,28.0
PRV52557,1.0,11,9,88.18181818181819,No,0.0
PRV52558,1.0,494,440,285.2226720647773,No,13.0
PRV52559,1.0,359,207,252.75766016713092,No,8.0
PRV52560,1.0,503,174,289.16500994035783,No,7.0
PRV52561,1.0,280,261,460.35714285714283,No,5.0
PRV52562,1.0,87,61,1041.6091954022988,No,3.0
PRV52563,1.0,473,246,367.3784355179704,No,14.0
PRV52564,1.0,21,21,1890.4761904761904,No,3.0
PRV52565,1.0,137,86,1033.8686131386862,No,9.0
PRV52566,1.0,139,135,1813.1654676258993,No,11.0
PRV52567,1.0,66,38,449.54545454545456,No,1.0
PRV52568,1.0,87,41,295.7471264367816,No,3.0
PRV52570,1.0,24,23,2841.25,No,1.0
PRV52571,1.0,508,429,318.48425196850394,No,15.0
PRV52573,1.0,587,520,270.30664395229985,No,11.0
PRV52574,1.0,259,208,5922.123552123552,Yes,64.0
PRV52575,1.0,70,40,339.7142857142857,No,3.0
PRV52576,1.0,26,26,1917.3076923076924,No,5.0
PRV52577,1.0,8,8,318.75,No,0.0
PRV52578,1.0,49,40,7205.102040816327,Yes,15.0
PRV52579,1.0,9,9,117.77777777777777,No,0.0
PRV52580,1.0,39,37,181.7948717948718,No,1.0
PRV52581,1.0,142,135,282.0422535211268,No,3.0
PRV52582,1.0,23,23,8305.217391304348,No,9.0
PRV52583,1.0,208,193,1143.2211538461538,No,18.0
PRV52584,1.0,54,51,1064.0740740740741,No,0.0
PRV52587,1.0,137,68,283.94160583941607,No,2.0
PRV52588,1.0,50,37,3532.4,No,8.0
PRV52589,1.0,426,368,1955.2112676056338,Yes,39.0
PRV52590,1.0,208,190,5901.826923076923,Yes,41.0
PRV52591,1.0,46,45,271.95652173913044,No,1.0
PRV52592,1.0,19,18,3137.8947368421054,No,3.0
PRV52593,1.0,582,252,244.02061855670104,Yes,19.0
PRV52598,1.0,31,30,338.38709677419354,No,3.0
PRV52599,1.0,272,144,323.125,No,10.0
PRV52602,1.0,79,73,1373.6708860759493,No,3.0
PRV52604,1.0,7,7,498.57142857142856,No,0.0
PRV52605,1.0,1000,401,253.88,No,27.0
PRV52606,1.0,30,22,334.0,No,0.0
PRV52609,1.0,133,45,742.0300751879699,Yes,4.0
PRV52610,1.0,17,16,590.5882352941177,No,1.0
PRV52611,1.0,16,16,5172.5,No,0.0
PRV52614,1.0,156,94,272.3076923076923,No,2.0
PRV52615,1.0,9,9,2085.5555555555557,No,2.0
PRV52616,1.0,15,15,576.0,No,0.0
PRV52617,1.0,238,135,1713.8655462184875,No,22.0
PRV52621,1.0,45,42,4006.222222222222,No,8.0
PRV52622,1.0,7,7,2430.0,No,1.0
PRV52623,1.0,235,125,860.8085106382979,No,9.0
PRV52627,1.0,5,5,9214.0,No,0.0
PRV52628,1.0,2098,1354,287.9504289799809,Yes,45.0
PRV52629,1.0,61,58,201.9672131147541,No,1.0
PRV52630,1.0,434,260,2012.6036866359448,Yes,41.0
PRV52631,1.0,1057,804,304.399243140965,No,29.0
PRV52633,1.0,379,224,265.8839050131926,No,8.0
PRV52634,1.0,87,79,4884.482758620689,No,26.0
PRV52636,1.0,21,21,324.76190476190476,No,0.0
PRV52639,1.0,37,33,274.3243243243243,No,1.0
PRV52640,1.0,66,65,167.42424242424244,No,5.0
PRV52641,1.0,97,91,1920.9278350515465,No,10.0
PRV52642,1.0,436,263,3046.422018348624,Yes,60.0
PRV52643,1.0,11,11,462.72727272727275,No,0.0
PRV52644,1.0,31,29,2275.1612903225805,No,5.0
PRV52645,1.0,408,367,268.70098039215685,No,14.0
PRV52646,1.0,104,87,2945.2884615384614,No,15.0
PRV52647,1.0,75,73,947.6,No,3.0
PRV52648,1.0,842,259,303.14726840855104,Yes,15.0
PRV52649,1.0,2156,1421,279.30890538033395,Yes,42.0
PRV52651,1.0,4,4,8272.5,No,2.0
PRV52652,1.0,743,503,256.47375504710635,Yes,14.0
PRV52653,1.0,14,13,4925.0,No,2.0
PRV52654,1.0,177,171,2731.9209039548023,No,32.0
PRV52656,1.0,775,631,309.3806451612903,No,18.0
PRV52657,1.0,121,61,241.73553719008265,No,0.0
PRV52658,1.0,39,36,380.5128205128205,No,0.0
PRV52659,1.0,24,24,137.91666666666666,No,0.0
PRV52660,1.0,558,329,260.57347670250897,No,13.0
PRV52661,1.0,247,233,306.43724696356276,No,5.0
PRV52662,1.0,19,18,673.1578947368421,No,2.0
PRV52663,1.0,576,272,313.62847222222223,No,8.0
PRV52665,1.0,607,416,240.74135090609556,No,18.0
PRV52666,1.0,39,38,228.97435897435898,No,0.0
PRV52668,1.0,7,6,264.2857142857143,No,0.0
PRV52670,1.0,13,13,58.46153846153846,No,1.0
PRV52672,1.0,3,2,130.0,No,0.0
PRV52673,1.0,87,52,223.79310344827587,No,2.0
PRV52674,1.0,3,3,243.33333333333334,No,0.0
PRV52676,1.0,39,34,251.28205128205127,No,1.0
PRV52677,1.0,2,2,70.0,No,0.0
PRV52678,1.0,74,51,336.8918918918919,No,3.0
PRV52679,1.0,53,36,303.77358490566036,No,0.0
PRV52681,1.0,3,3,153.33333333333334,No,0.0
PRV52683,1.0,131,66,253.74045801526717,No,3.0
PRV52684,1.0,210,108,619.2380952380952,No,8.0
PRV52686,1.0,9,8,124.44444444444444,No,1.0
PRV52687,1.0,41,25,1510.2439024390244,No,2.0
PRV52688,1.0,59,30,1960.5084745762713,No,5.0
PRV52689,1.0,12,12,110.83333333333333,No,0.0
PRV52690,1.0,117,37,448.8034188034188,Yes,3.0
PRV52691,1.0,17,15,1316.4705882352941,No,0.0
PRV52692,1.0,36,18,267.77777777777777,No,0.0
PRV52693,1.0,8,8,490.0,No,0.0
PRV52695,1.0,5,5,40.0,No,0.0
PRV52696,1.0,3,3,32000.0,No,0.0
PRV52697,1.0,5,5,130.0,No,0.0
PRV52698,1.0,123,56,339.5934959349593,No,0.0
PRV52699,1.0,12,11,1095.8333333333333,No,1.0
PRV52700,1.0,30,16,410.0,No,1.0
PRV52701,1.0,96,55,266.7708333333333,No,3.0
PRV52702,1.0,28,24,241.07142857142858,No,1.0
PRV52704,1.0,159,73,325.72327044025155,No,4.0
PRV52706,1.0,26,25,1276.5384615384614,No,0.0
PRV52708,1.0,31,12,1303.225806451613,No,3.0
PRV52709,1.0,13,4,170.76923076923077,No,0.0
PRV52710,1.0,28,26,157.5,No,0.0
PRV52711,1.0,28,18,325.35714285714283,No,1.0
PRV52713,1.0,60,21,237.66666666666666,No,5.0
PRV52714,1.0,5,5,142.0,No,0.0
PRV52715,1.0,3,3,66.66666666666667,No,0.0
PRV52717,1.0,129,87,1636.6666666666667,No,12.0
PRV52719,1.0,63,33,172.06349206349208,No,2.0
PRV52720,1.0,50,24,301.0,No,1.0
PRV52721,1.0,7,7,258.57142857142856,No,0.0
PRV52722,1.0,283,119,520.7773851590106,No,10.0
PRV52723,1.0,181,93,1214.1436464088397,No,12.0
PRV52724,1.0,24,17,210.0,No,0.0
PRV52725,1.0,42,40,448.8095238095238,No,1.0
PRV52726,1.0,2,2,190.0,No,0.0
PRV52727,1.0,12,10,220.83333333333334,No,0.0
PRV52728,1.0,15,12,209.33333333333334,No,0.0
PRV52729,1.0,2,2,250.0,No,0.0
PRV52731,1.0,23,13,191.7391304347826,No,0.0
PRV52732,1.0,10,6,249.0,No,0.0
PRV52738,1.0,62,49,284.83870967741933,No,1.0
PRV52739,1.0,53,39,215.0943396226415,No,0.0
PRV52740,1.0,34,18,185.58823529411765,No,2.0
PRV52741,1.0,2,2,40.0,No,1.0
PRV52742,1.0,6,3,211.66666666666666,No,0.0
PRV52743,1.0,6,6,345.0,No,0.0
PRV52745,1.0,156,152,301.4102564102564,No,4.0
PRV52746,1.0,1,1,50.0,No,0.0
PRV52747,1.0,21,21,358.0952380952381,No,0.0
PRV52748,1.0,10,10,61.0,No,0.0
PRV52750,1.0,26,26,411.53846153846155,No,2.0
PRV52751,1.0,3,3,100.0,No,0.0
PRV52752,1.0,2,2,280.0,No,0.0
PRV52754,1.0,1,1,10.0,No,0.0
PRV52755,1.0,11,9,539.0909090909091,No,0.0
PRV52756,1.0,4,4,55.0,No,0.0
PRV52757,1.0,1,1,50.0,No,0.0
PRV52758,1.0,4,4,32.5,No,1.0
PRV52760,1.0,5,5,814.0,No,0.0
PRV52761,1.0,11,11,430.90909090909093,No,0.0
PRV52764,1.0,3,3,150.0,No,0.0
PRV52766,1.0,11,11,182.72727272727272,No,0.0
PRV52767,1.0,4,4,172.5,No,0.0
PRV52768,1.0,25,25,292.4,No,0.0
PRV52770,1.0,7,7,155.71428571428572,No,0.0
PRV52771,1.0,4,4,62.5,No,0.0
PRV52772,1.0,12,12,170.83333333333334,No,0.0
PRV52773,1.0,2,2,75.0,No,0.0
PRV52774,1.0,4,4,75.0,No,0.0
PRV52775,1.0,7,7,541.4285714285714,No,1.0
PRV52777,1.0,2,2,130.0,No,0.0
PRV52781,1.0,1,1,100.0,No,0.0
PRV52782,1.0,10,7,173.0,No,0.0
PRV52784,1.0,2,2,135.0,No,0.0
PRV52785,1.0,1,1,60.0,No,0.0
PRV52786,1.0,2,2,60.0,No,0.0
PRV52787,1.0,11,11,6090.909090909091,No,4.0
PRV52788,1.0,401,373,287.48129675810475,No,7.0
PRV52789,1.0,38,38,328.94736842105266,No,1.0
PRV52790,1.0,28,15,245.0,No,1.0
PRV52791,1.0,1,1,200.0,No,0.0
PRV52792,1.0,5,5,64.0,No,0.0
PRV52793,1.0,17,17,248.8235294117647,No,0.0
PRV52795,1.0,19,13,323.6842105263158,No,0.0
PRV52796,1.0,48,16,347.7083333333333,No,0.0
PRV52798,1.0,56,38,324.2857142857143,No,1.0
PRV52799,1.0,2,2,75.0,No,0.0
PRV52800,1.0,8,6,236.25,No,0.0
PRV52801,1.0,31,22,339.03225806451616,No,0.0
PRV52806,1.0,2,2,8000.0,No,1.0
PRV52807,1.0,2,2,8500.0,No,1.0
PRV52808,1.0,5,5,6216.0,No,1.0
PRV52810,1.0,6,6,12666.666666666666,No,2.0
PRV52813,1.0,17,15,8352.941176470587,No,7.0
PRV52814,1.0,2,2,3000.0,No,2.0
PRV52815,1.0,26,24,15000.0,Yes,8.0
PRV52818,1.0,39,35,249.48717948717947,No,0.0
PRV52820,1.0,32,30,203.4375,No,1.0
PRV52821,1.0,713,389,2556.760168302945,Yes,75.0
PRV52822,1.0,135,97,322.0740740740741,No,2.0
PRV52823,1.0,87,70,748.2758620689655,No,4.0
PRV52824,1.0,42,39,208.0952380952381,No,0.0
PRV52825,1.0,22,21,266.8181818181818,No,1.0
PRV52826,1.0,292,103,347.94520547945206,Yes,5.0
PRV52827,1.0,804,296,350.82089552238807,No,21.0
PRV52828,1.0,44,38,5023.863636363636,Yes,13.0
PRV52829,1.0,533,326,425.515947467167,No,15.0
PRV52830,1.0,34,28,213.23529411764707,No,0.0
PRV52831,1.0,31,29,7997.419354838709,No,11.0
PRV52832,1.0,31,30,328.38709677419354,No,0.0
PRV52833,1.0,14,12,1961.4285714285713,No,1.0
PRV52835,1.0,57,57,2462.4561403508774,No,4.0
PRV52836,1.0,21,20,2556.190476190476,No,2.0
PRV52837,1.0,71,59,449.71830985915494,No,2.0
PRV52838,1.0,83,61,303.9759036144578,No,4.0
PRV52839,1.0,33,30,372.42424242424244,No,0.0
PRV52842,1.0,445,263,891.0337078651686,No,23.0
PRV52843,1.0,251,190,2359.203187250996,Yes,18.0
PRV52844,1.0,129,112,363.95348837209303,No,5.0
PRV52845,1.0,231,137,1161.6450216450216,No,7.0
PRV52846,1.0,241,222,8784.273858921162,Yes,68.0
PRV52847,1.0,92,75,6711.195652173913,Yes,22.0
PRV52848,1.0,25,25,211.2,No,3.0
PRV52849,1.0,14,13,3270.0,No,1.0
PRV52850,1.0,146,52,331.986301369863,No,3.0
PRV52851,1.0,37,35,1823.2432432432433,No,4.0
PRV52853,1.0,29,24,381.0344827586207,No,0.0
PRV52855,1.0,22,22,1445.4545454545455,No,2.0
PRV52857,1.0,459,178,427.69063180827885,No,13.0
PRV52858,1.0,80,77,2059.5,No,9.0
PRV52859,1.0,911,441,316.059275521405,No,27.0
PRV52860,1.0,393,149,274.3765903307888,Yes,9.0
PRV52862,1.0,76,67,5692.894736842105,No,20.0
PRV52863,1.0,52,29,281.7307692307692,No,2.0
PRV52864,1.0,28,22,459.64285714285717,No,0.0
PRV52865,1.0,66,57,1254.3939393939395,No,3.0
PRV52868,1.0,110,93,3946.5454545454545,Yes,17.0
PRV52869,1.0,62,50,1518.0645161290322,No,5.0
PRV52870,1.0,589,220,769.7453310696095,Yes,22.0
PRV52872,1.0,108,102,441.75925925925924,No,4.0
PRV52873,1.0,69,56,239.1304347826087,No,0.0
PRV52875,1.0,12,12,128.33333333333334,No,0.0
PRV52876,1.0,73,66,2684.6575342465753,No,9.0
PRV52877,1.0,19,19,128.94736842105263,No,0.0
PRV52878,1.0,27,25,433.3333333333333,No,1.0
PRV52879,1.0,120,56,224.0,No,3.0
PRV52880,1.0,20,19,978.0,No,0.0
PRV52881,1.0,302,225,700.364238410596,No,10.0
PRV52882,1.0,41,32,364.8780487804878,No,2.0
PRV52884,1.0,707,213,336.53465346534654,Yes,14.0
PRV52886,1.0,70,41,343.2857142857143,No,1.0
PRV52887,1.0,530,202,723.7547169811321,Yes,20.0
PRV52889,1.0,640,363,636.71875,No,14.0
PRV52890,1.0,22,22,1588.6363636363637,No,2.0
PRV52891,1.0,19,19,135.78947368421052,No,0.0
PRV52892,1.0,36,29,3019.1666666666665,No,3.0
PRV52893,1.0,362,227,364.22651933701655,No,2.0
PRV52895,1.0,81,72,323.2098765432099,No,2.0
PRV52896,1.0,142,97,2119.154929577465,No,13.0
PRV52897,1.0,45,39,203.11111111111111,No,0.0
PRV52898,1.0,114,108,4701.140350877193,No,25.0
PRV52899,1.0,1,1,30.0,No,0.0
PRV52901,1.0,85,50,270.94117647058823,No,0.0
PRV52902,1.0,46,44,2875.0,No,9.0
PRV52903,1.0,200,191,7840.55,Yes,73.0
PRV52904,1.0,3,3,3410.0,No,1.0
PRV52905,1.0,130,58,195.69230769230768,No,2.0
PRV52907,1.0,183,79,292.89617486338796,No,4.0
PRV52910,1.0,18,16,8422.222222222223,No,2.0
PRV52911,1.0,5,5,412.0,No,0.0
PRV52912,1.0,16,14,915.0,No,0.0
PRV52913,1.0,35,32,331.42857142857144,No,1.0
PRV52914,1.0,61,44,281.4754098360656,No,3.0
PRV52916,1.0,26,25,2812.6923076923076,No,2.0
PRV52917,1.0,32,21,277.1875,No,0.0
PRV52918,1.0,22,20,5182.272727272727,No,3.0
PRV52919,1.0,66,37,213.1818181818182,No,2.0
PRV52920,1.0,17,17,854.7058823529412,No,1.0
PRV52921,1.0,46,43,596.7391304347826,No,1.0
PRV52922,1.0,33,24,1500.3030303030303,No,4.0
PRV52924,1.0,13,11,2979.230769230769,No,3.0
PRV52925,1.0,4,4,7250.0,No,0.0
PRV52926,1.0,17,16,3162.3529411764707,No,1.0
PRV52928,1.0,41,23,225.85365853658536,No,1.0
PRV52929,1.0,35,20,193.42857142857142,No,1.0
PRV52930,1.0,127,61,309.37007874015745,No,2.0
PRV52931,1.0,14,14,215.0,No,1.0
PRV52932,1.0,40,34,345.75,No,3.0
PRV52933,1.0,8,6,8673.75,Yes,2.0
PRV52934,1.0,32,18,272.8125,No,0.0
PRV52935,1.0,280,85,363.57142857142856,No,10.0
PRV52936,1.0,108,34,410.55555555555554,No,4.0
PRV52937,1.0,24,21,251.25,No,0.0
PRV52938,1.0,3,3,1423.3333333333333,No,0.0
PRV52940,1.0,9,7,105.55555555555556,No,0.0
PRV52941,1.0,43,39,324.4186046511628,No,0.0
PRV52942,1.0,43,39,253.72093023255815,No,1.0
PRV52943,1.0,35,33,193.14285714285714,No,1.0
PRV52944,1.0,4,4,1030.0,No,0.0
PRV52945,1.0,46,24,149.34782608695653,No,1.0
PRV52948,1.0,106,47,238.8679245283019,No,2.0
PRV52949,1.0,79,51,342.7848101265823,No,2.0
PRV52950,1.0,116,64,291.63793103448273,No,3.0
PRV52951,1.0,20,20,499.0,No,0.0
PRV52953,1.0,85,61,277.4117647058824,No,0.0
PRV52954,1.0,1,1,2100.0,No,0.0
PRV52955,1.0,73,63,193.97260273972603,No,3.0
PRV52956,1.0,18,9,117.22222222222223,No,0.0
PRV52958,1.0,16,15,126.25,No,0.0
PRV52961,1.0,5,5,64.0,No,0.0
PRV52962,1.0,14,9,251.42857142857142,No,0.0
PRV52963,1.0,9,7,94.44444444444444,No,0.0
PRV52964,1.0,91,37,298.24175824175825,No,4.0
PRV52966,1.0,3,3,236.66666666666666,No,0.0
PRV52971,1.0,3,3,5000.0,No,1.0
PRV52972,1.0,17,14,12941.176470588236,No,9.0
PRV52976,1.0,4,4,7250.0,No,3.0
PRV52978,1.0,5,5,11800.0,No,3.0
PRV52979,1.0,6,6,11333.333333333334,No,3.0
PRV52980,1.0,601,229,237.3710482529118,No,11.0
PRV52981,1.0,369,149,232.60162601626016,No,7.0
PRV52982,1.0,643,231,336.2674961119751,Yes,14.0
PRV52985,1.0,1403,500,1226.0299358517464,Yes,76.0
PRV52986,1.0,36,31,3680.277777777778,No,3.0
PRV52988,1.0,312,124,243.81410256410257,No,9.0
PRV52989,1.0,177,138,4986.38418079096,Yes,33.0
PRV52990,1.0,79,55,2634.9367088607596,Yes,9.0
PRV52991,1.0,59,54,1762.2033898305085,No,2.0
PRV52993,1.0,10,9,312.0,No,0.0
PRV52996,1.0,37,30,311.0810810810811,No,0.0
PRV52998,1.0,33,28,4581.515151515152,No,7.0
PRV52999,1.0,56,51,1307.3214285714287,No,2.0
PRV53000,1.0,703,469,284.850640113798,No,19.0
PRV53001,1.0,150,105,303.06666666666666,No,1.0
PRV53002,1.0,397,134,292.29219143576825,No,5.0
PRV53004,1.0,18,16,239.44444444444446,No,0.0
PRV53005,1.0,50,37,3377.2,Yes,6.0
PRV53007,1.0,96,68,4172.291666666667,Yes,18.0
PRV53008,1.0,52,48,6800.0,Yes,15.0
PRV53009,1.0,37,23,962.7027027027027,No,5.0
PRV53013,1.0,4,4,1257.5,No,0.0
PRV53014,1.0,8,8,147.5,No,0.0
PRV53015,1.0,8,6,140.0,No,1.0
PRV53016,1.0,31,18,545.1612903225806,No,0.0
PRV53017,1.0,9,4,111.11111111111111,No,0.0
PRV53018,1.0,41,22,274.6341463414634,No,1.0
PRV53019,1.0,15,13,328.0,No,1.0
PRV53020,1.0,2,2,2250.0,No,0.0
PRV53021,1.0,28,21,7748.214285714285,Yes,10.0
PRV53024,1.0,26,19,530.7692307692307,No,0.0
PRV53025,1.0,50,19,189.2,No,0.0
PRV53026,1.0,26,16,236.15384615384616,No,0.0
PRV53028,1.0,3,3,100.0,No,1.0
PRV53029,1.0,16,11,2503.125,No,3.0
PRV53031,1.0,6,6,231.66666666666666,No,0.0
PRV53032,1.0,23,19,2100.4347826086955,No,7.0
PRV53033,1.0,2,1,37500.0,No,0.0
PRV53034,1.0,2,2,1700.0,No,0.0
PRV53035,1.0,34,27,151.1764705882353,No,0.0
PRV53036,1.0,122,69,324.0163934426229,No,2.0
PRV53037,1.0,9,9,482.22222222222223,No,0.0
PRV53038,1.0,24,7,554.5833333333334,No,0.0
PRV53040,1.0,14,13,3700.0,No,4.0
PRV53042,1.0,39,36,258.71794871794873,No,0.0
PRV53043,1.0,61,24,618.688524590164,No,0.0
PRV53044,1.0,67,49,215.82089552238807,No,3.0
PRV53045,1.0,216,78,290.4166666666667,No,4.0
PRV53047,1.0,79,32,165.31645569620252,No,2.0
PRV53048,1.0,7,6,802.8571428571429,No,0.0
PRV53050,1.0,8,7,466.25,No,1.0
PRV53052,1.0,9,8,614.4444444444445,No,1.0
PRV53054,1.0,49,27,218.16326530612244,No,2.0
PRV53055,1.0,80,28,282.125,No,2.0
PRV53056,1.0,35,22,288.85714285714283,No,0.0
PRV53057,1.0,53,29,389.4339622641509,No,1.0
PRV53059,1.0,33,21,494.54545454545456,No,1.0
PRV53062,1.0,4,4,47.5,No,0.0
PRV53063,1.0,4,4,1862.5,No,1.0
PRV53064,1.0,35,28,189.71428571428572,No,0.0
PRV53065,1.0,38,30,163.94736842105263,No,1.0
PRV53066,1.0,7,5,174.28571428571428,No,1.0
PRV53067,1.0,16,14,283.75,No,0.0
PRV53069,1.0,11,9,239.0909090909091,No,0.0
PRV53070,1.0,20,17,5576.5,No,7.0
PRV53071,1.0,28,20,439.64285714285717,No,2.0
PRV53072,1.0,18,18,277.22222222222223,No,0.0
PRV53073,1.0,14,7,90.71428571428571,No,0.0
PRV53074,1.0,178,66,275.0,No,4.0
PRV53076,1.0,105,47,293.7142857142857,No,5.0
PRV53077,1.0,124,81,308.6290322580645,No,3.0
PRV53078,1.0,45,37,241.77777777777777,No,0.0
PRV53081,1.0,9,8,200.0,No,0.0
PRV53085,1.0,2,2,320.0,No,0.0
PRV53086,1.0,4,4,265.0,No,0.0
PRV53087,1.0,31,16,309.03225806451616,No,1.0
PRV53090,1.0,179,71,328.7709497206704,No,3.0
PRV53091,1.0,4,4,4750.0,No,1.0
PRV53095,1.0,4,4,9025.0,No,1.0
PRV53096,1.0,130,103,407.6923076923077,No,1.0
PRV53099,1.0,2,2,110.0,No,0.0
PRV53100,1.0,130,74,668.3076923076923,No,6.0
PRV53101,1.0,8,8,1176.25,No,2.0
PRV53102,1.0,19,16,311.05263157894734,No,0.0
PRV53103,1.0,79,62,1119.493670886076,No,6.0
PRV53104,1.0,80,55,3159.625,No,14.0
PRV53106,1.0,44,28,616.8181818181819,Yes,0.0
PRV53107,1.0,15,15,6892.666666666667,No,3.0
PRV53108,1.0,48,37,1446.875,No,4.0
PRV53109,1.0,28,22,796.0714285714286,No,3.0
PRV53110,1.0,30,21,776.0,No,1.0
PRV53111,1.0,33,29,2083.3333333333335,No,3.0
PRV53113,1.0,81,61,238.5185185185185,No,0.0
PRV53114,1.0,29,22,12575.172413793103,Yes,5.0
PRV53116,1.0,44,25,187.04545454545453,No,2.0
PRV53117,1.0,251,167,858.0478087649402,No,10.0
PRV53119,1.0,18,14,1467.2222222222222,Yes,0.0
PRV53120,1.0,65,59,1783.8461538461538,No,5.0
PRV53121,1.0,579,279,971.1053540587219,Yes,34.0
PRV53122,1.0,24,18,336.25,No,2.0
PRV53123,1.0,132,82,346.59090909090907,No,2.0
PRV53124,1.0,65,53,2744.3076923076924,No,9.0
PRV53126,1.0,34,25,347.6470588235294,No,1.0
PRV53127,1.0,99,55,300.3030303030303,No,2.0
PRV53128,1.0,33,19,733.939393939394,No,0.0
PRV53129,1.0,46,39,1794.5652173913043,No,2.0
PRV53131,1.0,13,13,3717.6923076923076,No,2.0
PRV53133,1.0,159,106,293.45911949685535,No,4.0
PRV53134,1.0,10,8,403.0,No,0.0
PRV53135,1.0,7,6,9714.285714285714,No,2.0
PRV53136,1.0,43,40,3744.6511627906975,Yes,3.0
PRV53137,1.0,30,23,296.6666666666667,No,0.0
PRV53138,1.0,10,10,157.0,No,0.0
PRV53139,1.0,9,7,86.66666666666667,No,0.0
PRV53140,1.0,21,19,103.80952380952381,No,2.0
PRV53141,1.0,105,93,3168.7619047619046,No,12.0
PRV53142,1.0,111,98,3550.0,Yes,24.0
PRV53143,1.0,12,7,5472.5,No,1.0
PRV53144,1.0,39,34,934.8717948717949,No,5.0
PRV53145,1.0,132,111,263.3333333333333,No,4.0
PRV53147,1.0,18,16,375.55555555555554,No,0.0
PRV53148,1.0,15,13,172.0,No,0.0
PRV53149,1.0,61,21,243.60655737704917,No,2.0
PRV53150,1.0,13,5,240.76923076923077,No,0.0
PRV53151,1.0,25,19,254.4,No,1.0
PRV53153,1.0,24,21,5067.916666666667,No,4.0
PRV53154,1.0,52,15,455.1923076923077,No,0.0
PRV53156,1.0,16,10,410.625,No,0.0
PRV53157,1.0,2,2,1095.0,No,0.0
PRV53158,1.0,7,7,101.42857142857143,No,0.0
PRV53159,1.0,27,10,1339.2592592592594,No,2.0
PRV53161,1.0,7,7,972.8571428571429,No,0.0
PRV53162,1.0,5,5,270.0,No,0.0
PRV53163,1.0,12,3,66.66666666666667,No,0.0
PRV53164,1.0,25,21,167.2,No,0.0
PRV53166,1.0,23,21,389.5652173913044,No,0.0
PRV53167,1.0,3,3,590.0,No,2.0
PRV53169,1.0,4,4,42.5,No,0.0
PRV53171,1.0,17,5,490.0,No,1.0
PRV53172,1.0,3,3,816.6666666666666,No,0.0
PRV53173,1.0,43,23,386.27906976744185,No,0.0
PRV53174,1.0,5,4,52.0,No,0.0
PRV53175,1.0,9,9,78.88888888888889,No,0.0
PRV53176,1.0,34,13,176.47058823529412,No,0.0
PRV53177,1.0,16,11,95.0,No,0.0
PRV53178,1.0,7,5,104.28571428571429,No,0.0
PRV53179,1.0,28,27,721.0714285714286,No,0.0
PRV53180,1.0,5,4,602.0,No,0.0
PRV53182,1.0,3,3,33.333333333333336,No,0.0
PRV53183,1.0,1,1,80.0,No,0.0
PRV53186,1.0,8,7,588.75,No,1.0
PRV53187,1.0,4,4,45.0,No,0.0
PRV53188,1.0,10,8,122.0,No,1.0
PRV53189,1.0,28,23,1893.9285714285713,No,1.0
PRV53191,1.0,15,3,220.66666666666666,No,0.0
PRV53192,1.0,149,51,272.5503355704698,No,3.0
PRV53194,1.0,32,12,697.8125,No,0.0
PRV53196,1.0,16,9,280.0,No,0.0
PRV53197,1.0,4,4,125.0,No,0.0
PRV53198,1.0,6,5,41.666666666666664,No,0.0
PRV53201,1.0,13,8,1093.8461538461538,No,0.0
PRV53202,1.0,11,8,60.90909090909091,No,0.0
PRV53203,1.0,7,5,60.0,No,0.0
PRV53204,1.0,7,6,431.42857142857144,No,0.0
PRV53205,1.0,14,10,91.42857142857143,No,0.0
PRV53206,1.0,3,2,190.0,No,0.0
PRV53207,1.0,10,7,50.0,No,0.0
PRV53208,1.0,23,17,2543.478260869565,Yes,1.0
PRV53210,1.0,32,30,845.3125,No,1.0
PRV53211,1.0,4,3,865.0,No,0.0
