Provider,PotentialFraud,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP
PRV51750,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51751,No,,,,,,,,,,1.0,0.5,yes,3.0,yes,3.0,yes,3.0,yes
PRV51752,No,,,,,,,,,,37.0,0.42528735632183906,yes,52.0,yes,1514.0,yes,369.0,yes
PRV51753,No,,,,,,,,,,2.0,0.5,yes,23.0,yes,39.0,yes,40.0,yes
PRV51754,No,,,,,,,,,,3.0,0.3333333333333333,yes,43.0,yes,206.0,yes,183.0,yes
PRV51755,No,,,,,,,,,,2.0,0.3333333333333333,yes,52.0,yes,2297.0,yes,371.0,yes
PRV51758,No,,,,,,,,,,2.0,0.2857142857142857,yes,24.0,yes,40.0,yes,40.0,yes
PRV51759,No,,,,,,,,,,9.0,0.6923076923076923,yes,52.0,yes,2332.0,yes,372.0,yes
PRV51761,No,,,,,,,,,,4.0,0.36363636363636365,yes,49.0,yes,228.0,yes,197.0,yes
PRV51762,No,,,,,,,,,,6.0,0.42857142857142855,yes,49.0,yes,488.0,yes,310.0,yes
PRV51763,No,,,,,,,,,,3.0,0.2727272727272727,yes,52.0,yes,2288.0,yes,372.0,yes
PRV51764,No,,,,,,,,,,15.0,0.45454545454545453,yes,51.0,yes,870.0,yes,363.0,yes
PRV51765,No,,,,,,,,,,5.0,0.35714285714285715,yes,51.0,yes,819.0,yes,359.0,yes
PRV51766,No,,,,,,,,,,13.0,0.5652173913043478,yes,52.0,yes,2355.0,yes,371.0,yes
PRV51767,No,,,,,,,,,,4.0,0.3333333333333333,yes,46.0,yes,245.0,yes,207.0,yes
PRV51769,No,,,,,,,,,,8.0,0.5333333333333333,yes,49.0,yes,349.0,yes,265.0,yes
PRV51770,No,,,,,,,,,,7.0,0.4666666666666667,yes,52.0,yes,2373.0,yes,371.0,yes
PRV51771,No,,,,,,,,,,20.0,0.5,yes,51.0,yes,1417.0,yes,365.0,yes
PRV51773,No,,,,,,,,,,2.0,0.4,yes,46.0,yes,244.0,yes,204.0,yes
PRV51774,No,,,,,,,,,,2.0,0.6666666666666666,yes,37.0,yes,87.0,yes,80.0,yes
PRV51775,No,,,,,,,,,,19.0,0.48717948717948717,yes,52.0,yes,2444.0,yes,371.0,yes
PRV51776,No,,,,,,,,,,22.0,0.4074074074074074,yes,52.0,yes,1465.0,yes,366.0,yes
PRV51778,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51779,No,,,,,,,,,,11.0,0.4583333333333333,yes,51.0,yes,1475.0,yes,367.0,yes
PRV51780,No,,,,,,,,,,17.0,0.5,yes,52.0,yes,1688.0,yes,369.0,yes
PRV51781,No,,,,,,,,,,9.0,0.375,yes,52.0,yes,2787.0,yes,371.0,yes
PRV51784,No,,,,,,,,,,4.0,0.5,yes,44.0,yes,228.0,yes,193.0,yes
PRV51786,No,,,,,,,,,,3.0,0.6,yes,43.0,yes,153.0,yes,139.0,yes
PRV51787,No,,,,,,,,,,1.0,0.3333333333333333,yes,20.0,yes,29.0,yes,28.0,yes
PRV51788,No,,,,,,,,,,47.0,0.3381294964028777,yes,52.0,yes,2784.0,yes,375.0,yes
PRV51789,No,,,,,,,,,,15.0,0.46875,yes,51.0,yes,851.0,yes,360.0,yes
PRV51790,No,,,,,,,,,,27.0,0.35526315789473684,yes,52.0,yes,2562.0,yes,377.0,yes
PRV51792,No,,,,,,,,,,15.0,0.32608695652173914,yes,48.0,yes,578.0,yes,336.0,yes
PRV51793,No,,,,,,,,,,11.0,0.44,yes,51.0,yes,1240.0,yes,368.0,yes
PRV51794,No,,,,,,,,,,2.0,0.18181818181818182,yes,50.0,yes,510.0,yes,307.0,yes
PRV51795,No,,,,,,,,,,18.0,0.5,yes,52.0,yes,839.0,yes,361.0,yes
PRV51796,No,,,,,,,,,,2.0,0.5,yes,18.0,yes,30.0,yes,31.0,yes
PRV51797,No,,,,,,,,,,1.0,0.2,yes,3.0,yes,4.0,yes,4.0,yes
PRV51798,No,,,,,,,,,,3.0,0.3,yes,50.0,yes,465.0,yes,309.0,yes
PRV51799,No,,,,,,,,,,2.0,0.6666666666666666,yes,36.0,yes,79.0,yes,76.0,yes
PRV51801,No,,,,,,,,,,12.0,0.6,yes,50.0,yes,656.0,yes,345.0,yes
PRV51802,No,,,,,,,,,,14.0,0.5833333333333334,yes,52.0,yes,2407.0,yes,371.0,yes
PRV51803,No,0.0,0.0,no,,,,,,,0.0,0.0,no,,,,,,
PRV51805,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51806,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51807,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51809,No,1.0,0.037037037037037035,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV51810,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV51811,No,1.0,0.06666666666666668,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV51812,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51813,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51815,No,,,,,,,,,,1.0,0.2,yes,52.0,yes,2284.0,yes,371.0,yes
PRV51816,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51818,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51819,No,0.0,0.0,no,,,,,,,1.0,1.0,yes,15.0,yes,19.0,yes,19.0,yes
PRV51820,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51821,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51822,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51823,No,0.0,0.0,no,,,,,,,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes
PRV51824,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51826,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51827,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51828,No,2.0,0.18181818181818185,yes,3.0,yes,3.0,yes,4.0,yes,,,,,,,,,
PRV51829,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51830,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51831,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51833,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51836,Yes,,,,,,,,,,801.0,0.44648829431438125,yes,52.0,yes,4080.0,yes,384.0,yes
PRV51837,No,0.0,0.0,no,,,,,,,43.0,0.48314606741573035,yes,52.0,yes,2960.0,yes,372.0,yes
PRV51838,No,,,,,,,,,,109.0,0.545,yes,52.0,yes,3085.0,yes,375.0,yes
PRV51840,Yes,2.0,0.05128205128205128,yes,3.0,yes,3.0,yes,4.0,yes,39.0,0.4936708860759494,yes,52.0,yes,2681.0,yes,375.0,yes
PRV51841,No,1.0,0.125,yes,2.0,yes,2.0,yes,2.0,yes,19.0,0.3958333333333333,yes,52.0,yes,2458.0,yes,372.0,yes
PRV51842,Yes,9.0,0.07692307692307693,yes,7.0,yes,8.0,yes,15.0,yes,81.0,0.4576271186440678,yes,52.0,yes,2709.0,yes,376.0,yes
PRV51843,No,,,,,,,,,,13.0,0.26,yes,51.0,yes,1015.0,yes,369.0,yes
PRV51845,No,0.0,0.0,no,,,,,,,23.0,0.6764705882352942,yes,52.0,yes,2387.0,yes,372.0,yes
PRV51846,No,0.0,0.0,no,,,,,,,11.0,0.4074074074074074,yes,52.0,yes,2327.0,yes,371.0,yes
PRV51847,No,,,,,,,,,,20.0,0.47619047619047616,yes,52.0,yes,2760.0,yes,375.0,yes
PRV51848,No,,,,,,,,,,27.0,0.47368421052631576,yes,52.0,yes,2740.0,yes,373.0,yes
PRV51849,No,0.0,0.0,no,,,,,,,62.0,0.43356643356643354,yes,52.0,yes,2958.0,yes,373.0,yes
PRV51851,Yes,0.0,0.0,no,,,,,,,198.0,0.47255369928400953,yes,52.0,yes,3571.0,yes,381.0,yes
PRV51852,No,,,,,,,,,,7.0,0.3684210526315789,yes,52.0,yes,2314.0,yes,371.0,yes
PRV51855,No,0.0,0.0,no,,,,,,,54.0,0.5192307692307693,yes,52.0,yes,2880.0,yes,373.0,yes
PRV51856,No,,,,,,,,,,45.0,0.38461538461538464,yes,52.0,yes,2632.0,yes,373.0,yes
PRV51857,Yes,0.0,0.0,no,,,,,,,15.0,0.4838709677419355,yes,48.0,yes,402.0,yes,276.0,yes
PRV51858,No,,,,,,,,,,31.0,0.5081967213114754,yes,51.0,yes,1035.0,yes,369.0,yes
PRV51859,No,,,,,,,,,,26.0,0.4,yes,52.0,yes,908.0,yes,365.0,yes
PRV51860,No,0.0,0.0,no,,,,,,,363.0,0.47020725388601037,yes,52.0,yes,3711.0,yes,383.0,yes
PRV51861,No,,,,,,,,,,10.0,0.47619047619047616,yes,52.0,yes,2441.0,yes,374.0,yes
PRV51862,No,0.0,0.0,no,,,,,,,4.0,0.3333333333333333,yes,21.0,yes,32.0,yes,33.0,yes
PRV51863,No,0.0,0.0,no,,,,,,,20.0,0.37037037037037035,yes,52.0,yes,2368.0,yes,371.0,yes
PRV51864,No,0.0,0.0,no,,,,,,,55.0,0.4330708661417323,yes,52.0,yes,3102.0,yes,376.0,yes
PRV51865,No,,,,,,,,,,9.0,0.32142857142857145,yes,52.0,yes,2585.0,yes,371.0,yes
PRV51867,No,,,,,,,,,,46.0,0.45098039215686275,yes,52.0,yes,2846.0,yes,375.0,yes
PRV51868,Yes,4.0,0.04,yes,5.0,yes,5.0,yes,8.0,yes,17.0,0.38636363636363635,yes,52.0,yes,812.0,yes,357.0,yes
PRV51869,No,0.0,0.0,no,,,,,,,10.0,0.5263157894736842,yes,52.0,yes,2392.0,yes,372.0,yes
PRV51870,No,,,,,,,,,,25.0,0.45454545454545453,yes,52.0,yes,2510.0,yes,371.0,yes
PRV51871,No,,,,,,,,,,11.0,0.36666666666666664,yes,52.0,yes,2434.0,yes,372.0,yes
PRV51872,No,,,,,,,,,,12.0,0.5,yes,52.0,yes,2329.0,yes,371.0,yes
PRV51873,Yes,2.0,0.07692307692307693,yes,3.0,yes,3.0,yes,4.0,yes,55.0,0.4661016949152542,yes,52.0,yes,3076.0,yes,377.0,yes
PRV51874,No,,,,,,,,,,17.0,0.38636363636363635,yes,52.0,yes,2601.0,yes,371.0,yes
PRV51875,No,,,,,,,,,,1.0,1.0,yes,22.0,yes,32.0,yes,33.0,yes
PRV51876,Yes,1.0,0.05555555555555555,yes,2.0,yes,2.0,yes,2.0,yes,20.0,0.46511627906976744,yes,51.0,yes,1104.0,yes,373.0,yes
PRV51877,No,,,,,,,,,,3.0,0.75,yes,40.0,yes,127.0,yes,108.0,yes
PRV51878,No,,,,,,,,,,7.0,0.5833333333333334,yes,52.0,yes,1287.0,yes,365.0,yes
PRV51879,No,,,,,,,,,,42.0,0.4,yes,52.0,yes,2859.0,yes,375.0,yes
PRV51884,No,0.0,0.0,no,,,,,,,15.0,0.38461538461538464,yes,52.0,yes,2721.0,yes,375.0,yes
PRV51885,No,,,,,,,,,,34.0,0.4,yes,52.0,yes,1500.0,yes,370.0,yes
PRV51886,No,,,,,,,,,,6.0,0.3333333333333333,yes,52.0,yes,1299.0,yes,366.0,yes
PRV51887,No,,,,,,,,,,1.0,0.5,yes,36.0,yes,102.0,yes,89.0,yes
PRV51888,No,,,,,,,,,,2.0,0.4,yes,48.0,yes,357.0,yes,253.0,yes
PRV51889,No,,,,,,,,,,4.0,1.0,yes,40.0,yes,116.0,yes,110.0,yes
PRV51890,No,0.0,0.0,no,,,,,,,4.0,0.2,yes,42.0,yes,186.0,yes,167.0,yes
PRV51891,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51892,No,,,,,,,,,,3.0,0.6,yes,28.0,yes,63.0,yes,60.0,yes
PRV51894,No,,,,,,,,,,9.0,0.45,yes,52.0,yes,679.0,yes,349.0,yes
PRV51895,No,,,,,,,,,,8.0,0.4444444444444444,yes,48.0,yes,464.0,yes,313.0,yes
PRV51896,No,,,,,,,,,,2.0,0.4,yes,36.0,yes,99.0,yes,96.0,yes
PRV51897,No,,,,,,,,,,33.0,0.5076923076923077,yes,52.0,yes,2776.0,yes,374.0,yes
PRV51898,No,0.0,0.0,no,,,,,,,25.0,0.43103448275862066,yes,51.0,yes,844.0,yes,358.0,yes
PRV51899,No,,,,,,,,,,12.0,0.5217391304347826,yes,49.0,yes,668.0,yes,342.0,yes
PRV51901,No,,,,,,,,,,3.0,0.42857142857142855,yes,42.0,yes,144.0,yes,124.0,yes
PRV51902,No,,,,,,,,,,1.0,0.25,yes,12.0,yes,12.0,yes,12.0,yes
PRV51905,No,,,,,,,,,,129.0,0.5019455252918288,yes,52.0,yes,3383.0,yes,377.0,yes
PRV51906,No,,,,,,,,,,4.0,0.18181818181818182,yes,21.0,yes,36.0,yes,38.0,yes
PRV51908,No,,,,,,,,,,11.0,0.5,yes,40.0,yes,206.0,yes,185.0,yes
PRV51909,No,,,,,,,,,,7.0,0.4375,yes,47.0,yes,342.0,yes,252.0,yes
PRV51910,No,,,,,,,,,,31.0,0.3780487804878049,yes,52.0,yes,2986.0,yes,374.0,yes
PRV51911,No,,,,,,,,,,49.0,0.5268817204301075,yes,52.0,yes,3059.0,yes,371.0,yes
PRV51913,No,,,,,,,,,,1.0,1.0,yes,29.0,yes,50.0,yes,48.0,yes
PRV51914,No,,,,,,,,,,6.0,0.5454545454545454,yes,52.0,yes,2367.0,yes,372.0,yes
PRV51915,No,,,,,,,,,,8.0,0.4,yes,44.0,yes,264.0,yes,228.0,yes
PRV51916,No,,,,,,,,,,17.0,0.3953488372093023,yes,52.0,yes,2555.0,yes,374.0,yes
PRV51917,No,,,,,,,,,,5.0,0.45454545454545453,yes,52.0,yes,2291.0,yes,371.0,yes
PRV51918,No,,,,,,,,,,1.0,1.0,yes,19.0,yes,27.0,yes,27.0,yes
PRV51919,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51920,Yes,0.0,0.0,no,,,,,,,4.0,0.4444444444444444,yes,51.0,yes,1257.0,yes,365.0,yes
PRV51921,No,,,,,,,,,,33.0,0.4714285714285714,yes,52.0,yes,2643.0,yes,374.0,yes
PRV51922,No,,,,,,,,,,9.0,0.375,yes,52.0,yes,2471.0,yes,375.0,yes
PRV51923,No,,,,,,,,,,6.0,0.6666666666666666,yes,50.0,yes,452.0,yes,289.0,yes
PRV51924,No,,,,,,,,,,19.0,0.38,yes,52.0,yes,1508.0,yes,366.0,yes
PRV51925,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51926,No,,,,,,,,,,15.0,0.46875,yes,52.0,yes,2564.0,yes,375.0,yes
PRV51927,No,0.0,0.0,no,,,,,,,1.0,1.0,yes,14.0,yes,25.0,yes,24.0,yes
PRV51928,No,,,,,,,,,,14.0,0.4666666666666667,yes,51.0,yes,665.0,yes,340.0,yes
PRV51929,No,0.0,0.0,no,,,,,,,46.0,0.44660194174757284,yes,52.0,yes,2982.0,yes,375.0,yes
PRV51930,No,,,,,,,,,,3.0,0.5,yes,45.0,yes,305.0,yes,230.0,yes
PRV51931,No,0.0,0.0,no,,,,,,,25.0,0.5555555555555556,yes,52.0,yes,2871.0,yes,371.0,yes
PRV51932,No,0.0,0.0,no,,,,,,,10.0,0.5263157894736842,yes,52.0,yes,2398.0,yes,373.0,yes
PRV51933,No,,,,,,,,,,25.0,0.43859649122807015,yes,52.0,yes,1857.0,yes,365.0,yes
PRV51934,No,,,,,,,,,,56.0,0.5045045045045045,yes,52.0,yes,2814.0,yes,374.0,yes
PRV51935,No,0.0,0.0,no,,,,,,,24.0,0.4444444444444444,yes,52.0,yes,2080.0,yes,366.0,yes
PRV51936,No,,,,,,,,,,10.0,0.5,yes,44.0,yes,264.0,yes,224.0,yes
PRV51937,No,,,,,,,,,,46.0,0.5111111111111111,yes,52.0,yes,2874.0,yes,376.0,yes
PRV51938,No,0.0,0.0,no,,,,,,,44.0,0.4230769230769231,yes,52.0,yes,2904.0,yes,373.0,yes
PRV51940,Yes,8.0,0.04145077720207254,yes,8.0,yes,9.0,yes,15.0,yes,30.0,0.5172413793103449,yes,52.0,yes,1698.0,yes,369.0,yes
PRV51941,No,0.0,0.0,no,,,,,,,9.0,0.36,yes,52.0,yes,2361.0,yes,371.0,yes
PRV51942,No,,,,,,,,,,23.0,0.4339622641509434,yes,52.0,yes,1057.0,yes,366.0,yes
PRV51943,No,0.0,0.0,no,,,,,,,37.0,0.42045454545454547,yes,52.0,yes,3058.0,yes,372.0,yes
PRV51944,No,0.0,0.0,no,,,,,,,52.0,0.4369747899159664,yes,52.0,yes,2781.0,yes,377.0,yes
PRV51946,No,0.0,0.0,no,,,,,,,31.0,0.45588235294117646,yes,52.0,yes,2920.0,yes,373.0,yes
PRV51947,No,0.0,0.0,no,,,,,,,14.0,0.5185185185185185,yes,52.0,yes,2479.0,yes,373.0,yes
PRV51948,Yes,4.0,0.02797202797202797,yes,4.0,yes,5.0,yes,8.0,yes,163.0,0.4381720430107527,yes,52.0,yes,3443.0,yes,381.0,yes
PRV51949,No,1.0,0.05263157894736842,yes,2.0,yes,2.0,yes,2.0,yes,20.0,0.38461538461538464,yes,52.0,yes,1137.0,yes,368.0,yes
PRV51950,No,0.0,0.0,no,,,,,,,30.0,0.45454545454545453,yes,52.0,yes,2648.0,yes,378.0,yes
PRV51951,Yes,3.0,0.0625,yes,4.0,yes,4.0,yes,6.0,yes,24.0,0.4444444444444444,yes,52.0,yes,1794.0,yes,369.0,yes
PRV51952,No,,,,,,,,,,10.0,0.5263157894736842,yes,52.0,yes,2389.0,yes,371.0,yes
PRV51954,No,1.0,0.043478260869565216,yes,2.0,yes,2.0,yes,2.0,yes,278.0,0.4483870967741935,yes,52.0,yes,3633.0,yes,381.0,yes
PRV51956,No,0.0,0.0,no,,,,,,,4.0,0.3333333333333333,yes,22.0,yes,42.0,yes,44.0,yes
PRV51957,No,0.0,0.0,no,,,,,,,15.0,0.2727272727272727,yes,52.0,yes,2333.0,yes,371.0,yes
PRV51958,No,0.0,0.0,no,,,,,,,15.0,0.5357142857142857,yes,52.0,yes,2348.0,yes,373.0,yes
PRV51959,No,,,,,,,,,,350.0,0.46604527296937415,yes,52.0,yes,3764.0,yes,384.0,yes
PRV51960,No,1.0,0.047619047619047616,yes,2.0,yes,2.0,yes,2.0,yes,12.0,0.4444444444444444,yes,52.0,yes,2596.0,yes,371.0,yes
PRV51961,No,,,,,,,,,,73.0,0.4591194968553459,yes,52.0,yes,3142.0,yes,374.0,yes
PRV51963,No,,,,,,,,,,25.0,0.46296296296296297,yes,52.0,yes,1608.0,yes,366.0,yes
PRV51964,No,,,,,,,,,,5.0,0.29411764705882354,yes,52.0,yes,598.0,yes,328.0,yes
PRV51965,No,,,,,,,,,,5.0,0.2631578947368421,yes,52.0,yes,2700.0,yes,375.0,yes
PRV51966,No,,,,,,,,,,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes
PRV51967,No,,,,,,,,,,30.0,0.5263157894736842,yes,52.0,yes,2419.0,yes,371.0,yes
PRV51968,No,,,,,,,,,,1.0,1.0,yes,51.0,yes,1148.0,yes,365.0,yes
PRV51969,No,,,,,,,,,,18.0,0.42857142857142855,yes,51.0,yes,532.0,yes,322.0,yes
PRV51970,No,,,,,,,,,,11.0,0.3142857142857143,yes,52.0,yes,1402.0,yes,366.0,yes
PRV51972,No,,,,,,,,,,13.0,0.37142857142857144,yes,47.0,yes,474.0,yes,300.0,yes
PRV51973,No,,,,,,,,,,30.0,0.40540540540540543,yes,52.0,yes,2765.0,yes,371.0,yes
PRV51974,No,,,,,,,,,,1.0,0.25,yes,17.0,yes,24.0,yes,24.0,yes
PRV51976,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51977,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51978,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51979,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51981,No,1.0,0.2,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV51983,No,,,,,,,,,,18.0,0.45,yes,52.0,yes,1065.0,yes,366.0,yes
PRV51984,No,,,,,,,,,,226.0,0.43047619047619046,yes,52.0,yes,3512.0,yes,379.0,yes
PRV51987,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51988,No,,,,,,,,,,15.0,0.40540540540540543,yes,52.0,yes,1855.0,yes,372.0,yes
PRV51989,No,,,,,,,,,,8.0,0.4444444444444444,yes,52.0,yes,1494.0,yes,366.0,yes
PRV51990,No,,,,,,,,,,30.0,0.33707865168539325,yes,52.0,yes,2967.0,yes,372.0,yes
PRV51991,No,,,,,,,,,,15.0,0.4838709677419355,yes,50.0,yes,817.0,yes,353.0,yes
PRV51992,No,,,,,,,,,,28.0,0.45901639344262296,yes,52.0,yes,2764.0,yes,374.0,yes
PRV51993,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51994,No,,,,,,,,,,7.0,0.21212121212121213,yes,52.0,yes,2301.0,yes,372.0,yes
PRV51995,No,,,,,,,,,,11.0,0.55,yes,52.0,yes,1613.0,yes,370.0,yes
PRV51996,No,,,,,,,,,,19.0,0.4634146341463415,yes,52.0,yes,1577.0,yes,366.0,yes
PRV51998,No,,,,,,,,,,8.0,0.2857142857142857,yes,49.0,yes,591.0,yes,341.0,yes
PRV51999,No,,,,,,,,,,8.0,0.47058823529411764,yes,47.0,yes,335.0,yes,248.0,yes
PRV52001,No,,,,,,,,,,508.0,0.4316057774001699,yes,52.0,yes,3898.0,yes,382.0,yes
PRV52002,Yes,1.0,0.04166666666666666,yes,2.0,yes,2.0,yes,2.0,yes,73.0,0.4451219512195122,yes,52.0,yes,1997.0,yes,375.0,yes
PRV52003,No,6.0,0.07792207792207792,yes,8.0,yes,7.0,yes,12.0,yes,40.0,0.5194805194805194,yes,52.0,yes,2962.0,yes,375.0,yes
PRV52004,No,,,,,,,,,,25.0,0.5319148936170213,yes,52.0,yes,1505.0,yes,368.0,yes
PRV52007,No,,,,,,,,,,6.0,0.3333333333333333,yes,51.0,yes,474.0,yes,302.0,yes
PRV52008,No,,,,,,,,,,12.0,0.48,yes,52.0,yes,1352.0,yes,365.0,yes
PRV52009,No,,,,,,,,,,11.0,0.3142857142857143,yes,52.0,yes,2406.0,yes,372.0,yes
PRV52010,No,,,,,,,,,,4.0,0.5714285714285714,yes,49.0,yes,416.0,yes,292.0,yes
PRV52011,No,,,,,,,,,,8.0,0.3076923076923077,yes,52.0,yes,853.0,yes,358.0,yes
PRV52012,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV52013,No,,,,,,,,,,29.0,0.46774193548387094,yes,51.0,yes,919.0,yes,361.0,yes
PRV52014,No,,,,,,,,,,150.0,0.42735042735042733,yes,52.0,yes,3373.0,yes,381.0,yes
PRV52017,No,1.0,0.043478260869565216,yes,2.0,yes,2.0,yes,2.0,yes,131.0,0.5097276264591439,yes,52.0,yes,3261.0,yes,382.0,yes
PRV52019,Yes,22.0,0.04263565891472868,yes,20.0,yes,20.0,yes,40.0,yes,650.0,0.44982698961937717,yes,52.0,yes,4014.0,yes,385.0,yes
PRV52020,Yes,4.0,0.043478260869565216,yes,8.0,yes,7.0,yes,10.0,yes,212.0,0.41245136186770426,yes,52.0,yes,3538.0,yes,381.0,yes
PRV52021,Yes,6.0,0.03314917127071823,yes,8.0,yes,7.0,yes,11.0,yes,194.0,0.44907407407407407,yes,52.0,yes,3575.0,yes,379.0,yes
PRV52022,No,,,,,,,,,,26.0,0.3939393939393939,yes,52.0,yes,2399.0,yes,374.0,yes
PRV52024,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV52025,No,,,,,,,,,,46.0,0.3865546218487395,yes,52.0,yes,2864.0,yes,373.0,yes
PRV52026,No,,,,,,,,,,10.0,0.4166666666666667,yes,51.0,yes,400.0,yes,284.0,yes
PRV52027,No,3.0,0.06521739130434782,yes,5.0,yes,4.0,yes,6.0,yes,59.0,0.43703703703703706,yes,52.0,yes,2851.0,yes,377.0,yes
PRV52028,No,1.0,0.25,yes,2.0,yes,2.0,yes,2.0,yes,8.0,0.5714285714285714,yes,45.0,yes,377.0,yes,278.0,yes
PRV52029,No,0.0,0.0,no,,,,,,,81.0,0.5159235668789809,yes,52.0,yes,3240.0,yes,376.0,yes
PRV52030,Yes,0.0,0.0,no,,,,,,,1035.0,0.4557463672391017,yes,52.0,yes,4175.0,yes,385.0,yes
PRV52031,No,0.0,0.0,no,,,,,,,59.0,0.47580645161290325,yes,52.0,yes,2940.0,yes,377.0,yes
PRV52032,Yes,1.0,0.017857142857142856,yes,2.0,yes,2.0,yes,2.0,yes,255.0,0.44658493870402804,yes,52.0,yes,3659.0,yes,384.0,yes
PRV52037,No,,,,,,,,,,74.0,0.4327485380116959,yes,52.0,yes,3034.0,yes,376.0,yes
PRV52038,No,1.0,0.045454545454545456,yes,2.0,yes,2.0,yes,2.0,yes,109.0,0.459915611814346,yes,52.0,yes,3328.0,yes,376.0,yes
PRV52039,No,,,,,,,,,,22.0,0.44,yes,52.0,yes,2510.0,yes,372.0,yes
PRV52041,Yes,,,,,,,,,,827.0,0.4387267904509284,yes,52.0,yes,4102.0,yes,383.0,yes
PRV52042,No,0.0,0.0,no,,,,,,,21.0,0.4117647058823529,yes,52.0,yes,2725.0,yes,373.0,yes
PRV52044,No,2.0,0.04651162790697674,yes,7.0,yes,6.0,yes,7.0,yes,16.0,0.4444444444444444,yes,50.0,yes,789.0,yes,356.0,yes
PRV52045,Yes,2.0,0.043478260869565216,yes,1.0,no,1.0,no,1.0,no,86.0,0.4365482233502538,yes,52.0,yes,3288.0,yes,380.0,yes
PRV52046,No,,,,,,,,,,56.0,0.5544554455445545,yes,52.0,yes,3080.0,yes,376.0,yes
PRV52047,No,0.0,0.0,no,,,,,,,3.0,0.3333333333333333,yes,36.0,yes,111.0,yes,104.0,yes
PRV52048,No,,,,,,,,,,54.0,0.5,yes,52.0,yes,2722.0,yes,372.0,yes
PRV52049,No,,,,,,,,,,88.0,0.4583333333333333,yes,52.0,yes,3196.0,yes,377.0,yes
PRV52051,No,,,,,,,,,,41.0,0.4606741573033708,yes,52.0,yes,2728.0,yes,373.0,yes
PRV52052,No,0.0,0.0,no,,,,,,,24.0,0.4528301886792453,yes,52.0,yes,2473.0,yes,373.0,yes
PRV52054,No,,,,,,,,,,101.0,0.42083333333333334,yes,52.0,yes,3174.0,yes,382.0,yes
PRV52055,No,,,,,,,,,,83.0,0.4088669950738916,yes,52.0,yes,3072.0,yes,378.0,yes
PRV52056,No,,,,,,,,,,27.0,0.45,yes,52.0,yes,2773.0,yes,372.0,yes
PRV52057,No,0.0,0.0,no,,,,,,,73.0,0.41714285714285715,yes,52.0,yes,3174.0,yes,373.0,yes
PRV52058,No,,,,,,,,,,98.0,0.4803921568627451,yes,52.0,yes,2849.0,yes,376.0,yes
PRV52059,Yes,0.0,0.0,no,,,,,,,555.0,0.43563579277864994,yes,52.0,yes,3938.0,yes,385.0,yes
PRV52061,No,,,,,,,,,,52.0,0.3969465648854962,yes,52.0,yes,2626.0,yes,372.0,yes
PRV52062,No,,,,,,,,,,80.0,0.43478260869565216,yes,52.0,yes,3108.0,yes,373.0,yes
